GRID_OID,ROCK,NON_ROCK,ROCK_S,NON_ROCK_S,TOTAL_S
10451,3,0,1.0,0.0,1
10477,0,1,0.0,1.0,1
10478,2,1,0.666666667,0.333333333,1
10479,2,2,0.5,0.5,1
10480,0,2,0.0,1.0,1
10481,0,3,0.0,1.0,1
10482,0,1,0.0,1.0,1
10483,0,1,0.0,1.0,1
10586,1,0,1.0,0.0,1
10587,1,0,1.0,0.0,1
10588,1,1,0.5,0.5,1
10589,0,1,0.0,1.0,1
10590,1,1,0.5,0.5,1
10591,1,0,1.0,0.0,1
10598,2,0,1.0,0.0,1
10599,1,0,1.0,0.0,1
10600,2,0,1.0,0.0,1
10601,2,0,1.0,0.0,1
10602,1,0,1.0,0.0,1
10603,0,2,0.0,1.0,1
10604,0,1,0.0,1.0,1
10605,0,2,0.0,1.0,1
10606,0,2,0.0,1.0,1
10607,1,0,1.0,0.0,1
10608,2,0,1.0,0.0,1
10609,2,0,1.0,0.0,1
10610,1,0,1.0,0.0,1
10611,2,0,1.0,0.0,1
10612,1,0,1.0,0.0,1
10613,2,0,1.0,0.0,1
10614,2,0,1.0,0.0,1
10615,1,0,1.0,0.0,1
10616,1,0,1.0,0.0,1
10674,2,0,1.0,0.0,1
10681,1,0,1.0,0.0,1
