MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
21/08/2023 12:00:00 - 21/08/2023 13:00:00,93.85,EUR,
21/08/2023 13:00:00 - 21/08/2023 14:00:00,94.12,EUR,
21/08/2023 14:00:00 - 21/08/2023 15:00:00,96.13,EUR,
21/08/2023 15:00:00 - 21/08/2023 16:00:00,102.43,EUR,
21/08/2023 16:00:00 - 21/08/2023 17:00:00,109.0,EUR,
21/08/2023 17:00:00 - 21/08/2023 18:00:00,120.0,EUR,
21/08/2023 18:00:00 - 21/08/2023 19:00:00,144.08,EUR,
21/08/2023 19:00:00 - 21/08/2023 20:00:00,192.94,EUR,
21/08/2023 20:00:00 - 21/08/2023 21:00:00,211.68,EUR,
21/08/2023 21:00:00 - 21/08/2023 22:00:00,166.1,EUR,
21/08/2023 22:00:00 - 21/08/2023 23:00:00,136.01,EUR,
21/08/2023 23:00:00 - 22/08/2023 00:00:00,115.0,EUR,
22/08/2023 00:00:00 - 22/08/2023 01:00:00,113.69,EUR,
22/08/2023 01:00:00 - 22/08/2023 02:00:00,104.81,EUR,
22/08/2023 02:00:00 - 22/08/2023 03:00:00,103.29,EUR,
22/08/2023 03:00:00 - 22/08/2023 04:00:00,103.26,EUR,
22/08/2023 04:00:00 - 22/08/2023 05:00:00,104.82,EUR,
22/08/2023 05:00:00 - 22/08/2023 06:00:00,111.89,EUR,
22/08/2023 06:00:00 - 22/08/2023 07:00:00,133.05,EUR,
22/08/2023 07:00:00 - 22/08/2023 08:00:00,146.39,EUR,
22/08/2023 08:00:00 - 22/08/2023 09:00:00,136.86,EUR,
22/08/2023 09:00:00 - 22/08/2023 10:00:00,115.91,EUR,
22/08/2023 10:00:00 - 22/08/2023 11:00:00,102.4,EUR,
22/08/2023 11:00:00 - 22/08/2023 12:00:00,99.67,EUR,
22/08/2023 12:00:00 - 22/08/2023 13:00:00,94.8,EUR,
22/08/2023 13:00:00 - 22/08/2023 14:00:00,93.42,EUR,
22/08/2023 14:00:00 - 22/08/2023 15:00:00,96.07,EUR,
22/08/2023 15:00:00 - 22/08/2023 16:00:00,108.59,EUR,
22/08/2023 16:00:00 - 22/08/2023 17:00:00,135.0,EUR,
22/08/2023 17:00:00 - 22/08/2023 18:00:00,147.39,EUR,
22/08/2023 18:00:00 - 22/08/2023 19:00:00,185.95,EUR,
22/08/2023 19:00:00 - 22/08/2023 20:00:00,227.21,EUR,
22/08/2023 20:00:00 - 22/08/2023 21:00:00,228.7,EUR,
22/08/2023 21:00:00 - 22/08/2023 22:00:00,184.26,EUR,
22/08/2023 22:00:00 - 22/08/2023 23:00:00,145.8,EUR,
22/08/2023 23:00:00 - 23/08/2023 00:00:00,127.6,EUR,
23/08/2023 00:00:00 - 23/08/2023 01:00:00,123.89,EUR,
23/08/2023 01:00:00 - 23/08/2023 02:00:00,112.67,EUR,
23/08/2023 02:00:00 - 23/08/2023 03:00:00,109.9,EUR,
23/08/2023 03:00:00 - 23/08/2023 04:00:00,106.33,EUR,
23/08/2023 04:00:00 - 23/08/2023 05:00:00,109.47,EUR,
23/08/2023 05:00:00 - 23/08/2023 06:00:00,115.15,EUR,
23/08/2023 06:00:00 - 23/08/2023 07:00:00,140.78,EUR,
23/08/2023 07:00:00 - 23/08/2023 08:00:00,161.18,EUR,
23/08/2023 08:00:00 - 23/08/2023 09:00:00,157.41,EUR,
23/08/2023 09:00:00 - 23/08/2023 10:00:00,136.5,EUR,
23/08/2023 10:00:00 - 23/08/2023 11:00:00,120.09,EUR,
23/08/2023 11:00:00 - 23/08/2023 12:00:00,112.74,EUR,
23/08/2023 12:00:00 - 23/08/2023 13:00:00,121.49,EUR,
23/08/2023 13:00:00 - 23/08/2023 14:00:00,123.12,EUR,
23/08/2023 14:00:00 - 23/08/2023 15:00:00,130.74,EUR,
23/08/2023 15:00:00 - 23/08/2023 16:00:00,145.36,EUR,
23/08/2023 16:00:00 - 23/08/2023 17:00:00,161.8,EUR,
23/08/2023 17:00:00 - 23/08/2023 18:00:00,179.04,EUR,
23/08/2023 18:00:00 - 23/08/2023 19:00:00,225.5,EUR,
23/08/2023 19:00:00 - 23/08/2023 20:00:00,270.0,EUR,
23/08/2023 20:00:00 - 23/08/2023 21:00:00,280.0,EUR,
23/08/2023 21:00:00 - 23/08/2023 22:00:00,240.79,EUR,
23/08/2023 22:00:00 - 23/08/2023 23:00:00,172.82,EUR,
23/08/2023 23:00:00 - 24/08/2023 00:00:00,138.67,EUR,
24/08/2023 00:00:00 - 24/08/2023 01:00:00,133.83,EUR,
24/08/2023 01:00:00 - 24/08/2023 02:00:00,124.95,EUR,
24/08/2023 02:00:00 - 24/08/2023 03:00:00,118.05,EUR,
24/08/2023 03:00:00 - 24/08/2023 04:00:00,113.58,EUR,
24/08/2023 04:00:00 - 24/08/2023 05:00:00,118.31,EUR,
24/08/2023 05:00:00 - 24/08/2023 06:00:00,131.25,EUR,
24/08/2023 06:00:00 - 24/08/2023 07:00:00,139.99,EUR,
24/08/2023 07:00:00 - 24/08/2023 08:00:00,161.2,EUR,
24/08/2023 08:00:00 - 24/08/2023 09:00:00,160.45,EUR,
24/08/2023 09:00:00 - 24/08/2023 10:00:00,131.97,EUR,
24/08/2023 10:00:00 - 24/08/2023 11:00:00,115.51,EUR,
24/08/2023 11:00:00 - 24/08/2023 12:00:00,109.77,EUR,
24/08/2023 12:00:00 - 24/08/2023 13:00:00,113.4,EUR,
24/08/2023 13:00:00 - 24/08/2023 14:00:00,125.68,EUR,
24/08/2023 14:00:00 - 24/08/2023 15:00:00,144.5,EUR,
24/08/2023 15:00:00 - 24/08/2023 16:00:00,155.45,EUR,
24/08/2023 16:00:00 - 24/08/2023 17:00:00,209.84,EUR,
24/08/2023 17:00:00 - 24/08/2023 18:00:00,218.87,EUR,
24/08/2023 18:00:00 - 24/08/2023 19:00:00,254.94,EUR,
24/08/2023 19:00:00 - 24/08/2023 20:00:00,302.01,EUR,
24/08/2023 20:00:00 - 24/08/2023 21:00:00,313.36,EUR,
24/08/2023 21:00:00 - 24/08/2023 22:00:00,234.91,EUR,
24/08/2023 22:00:00 - 24/08/2023 23:00:00,173.5,EUR,
24/08/2023 23:00:00 - 25/08/2023 00:00:00,141.5,EUR,
25/08/2023 00:00:00 - 25/08/2023 01:00:00,105.24,EUR,
25/08/2023 01:00:00 - 25/08/2023 02:00:00,123.9,EUR,
25/08/2023 02:00:00 - 25/08/2023 03:00:00,119.24,EUR,
25/08/2023 03:00:00 - 25/08/2023 04:00:00,115.33,EUR,
25/08/2023 04:00:00 - 25/08/2023 05:00:00,98.75,EUR,
25/08/2023 05:00:00 - 25/08/2023 06:00:00,115.33,EUR,
25/08/2023 06:00:00 - 25/08/2023 07:00:00,124.22,EUR,
25/08/2023 07:00:00 - 25/08/2023 08:00:00,135.12,EUR,
25/08/2023 08:00:00 - 25/08/2023 09:00:00,139.42,EUR,
25/08/2023 09:00:00 - 25/08/2023 10:00:00,129.03,EUR,
25/08/2023 10:00:00 - 25/08/2023 11:00:00,116.67,EUR,
25/08/2023 11:00:00 - 25/08/2023 12:00:00,115.33,EUR,
25/08/2023 12:00:00 - 25/08/2023 13:00:00,107.29,EUR,
25/08/2023 13:00:00 - 25/08/2023 14:00:00,100.8,EUR,
25/08/2023 14:00:00 - 25/08/2023 15:00:00,121.37,EUR,
25/08/2023 15:00:00 - 25/08/2023 16:00:00,134.99,EUR,
25/08/2023 16:00:00 - 25/08/2023 17:00:00,151.03,EUR,
25/08/2023 17:00:00 - 25/08/2023 18:00:00,239.11,EUR,
25/08/2023 18:00:00 - 25/08/2023 19:00:00,301.83,EUR,
25/08/2023 19:00:00 - 25/08/2023 20:00:00,356.45,EUR,
25/08/2023 20:00:00 - 25/08/2023 21:00:00,350.63,EUR,
25/08/2023 21:00:00 - 25/08/2023 22:00:00,268.7,EUR,
25/08/2023 22:00:00 - 25/08/2023 23:00:00,199.79,EUR,
25/08/2023 23:00:00 - 26/08/2023 00:00:00,143.92,EUR,
26/08/2023 00:00:00 - 26/08/2023 01:00:00,114.06,EUR,
26/08/2023 01:00:00 - 26/08/2023 02:00:00,130.83,EUR,
26/08/2023 02:00:00 - 26/08/2023 03:00:00,118.28,EUR,
26/08/2023 03:00:00 - 26/08/2023 04:00:00,118.2,EUR,
26/08/2023 04:00:00 - 26/08/2023 05:00:00,95.72,EUR,
26/08/2023 05:00:00 - 26/08/2023 06:00:00,92.67,EUR,
26/08/2023 06:00:00 - 26/08/2023 07:00:00,95.48,EUR,
26/08/2023 07:00:00 - 26/08/2023 08:00:00,95.9,EUR,
26/08/2023 08:00:00 - 26/08/2023 09:00:00,98.3,EUR,
26/08/2023 09:00:00 - 26/08/2023 10:00:00,92.65,EUR,
26/08/2023 10:00:00 - 26/08/2023 11:00:00,75.23,EUR,
26/08/2023 11:00:00 - 26/08/2023 12:00:00,80.63,EUR,
26/08/2023 12:00:00 - 26/08/2023 13:00:00,81.93,EUR,
26/08/2023 13:00:00 - 26/08/2023 14:00:00,77.92,EUR,
26/08/2023 14:00:00 - 26/08/2023 15:00:00,65.59,EUR,
26/08/2023 15:00:00 - 26/08/2023 16:00:00,108.22,EUR,
26/08/2023 16:00:00 - 26/08/2023 17:00:00,110.43,EUR,
26/08/2023 17:00:00 - 26/08/2023 18:00:00,124.94,EUR,
26/08/2023 18:00:00 - 26/08/2023 19:00:00,211.01,EUR,
26/08/2023 19:00:00 - 26/08/2023 20:00:00,284.89,EUR,
26/08/2023 20:00:00 - 26/08/2023 21:00:00,313.65,EUR,
26/08/2023 21:00:00 - 26/08/2023 22:00:00,158.65,EUR,
26/08/2023 22:00:00 - 26/08/2023 23:00:00,122.98,EUR,
26/08/2023 23:00:00 - 27/08/2023 00:00:00,114.28,EUR,
27/08/2023 00:00:00 - 27/08/2023 01:00:00,102.39,EUR,
27/08/2023 01:00:00 - 27/08/2023 02:00:00,119.0,EUR,
27/08/2023 02:00:00 - 27/08/2023 03:00:00,122.95,EUR,
27/08/2023 03:00:00 - 27/08/2023 04:00:00,101.98,EUR,
27/08/2023 04:00:00 - 27/08/2023 05:00:00,97.34,EUR,
27/08/2023 05:00:00 - 27/08/2023 06:00:00,96.12,EUR,
27/08/2023 06:00:00 - 27/08/2023 07:00:00,97.27,EUR,
27/08/2023 07:00:00 - 27/08/2023 08:00:00,94.92,EUR,
27/08/2023 08:00:00 - 27/08/2023 09:00:00,94.1,EUR,
27/08/2023 09:00:00 - 27/08/2023 10:00:00,92.03,EUR,
27/08/2023 10:00:00 - 27/08/2023 11:00:00,60.0,EUR,
27/08/2023 11:00:00 - 27/08/2023 12:00:00,44.79,EUR,
27/08/2023 12:00:00 - 27/08/2023 13:00:00,79.98,EUR,
27/08/2023 13:00:00 - 27/08/2023 14:00:00,70.0,EUR,
27/08/2023 14:00:00 - 27/08/2023 15:00:00,80.35,EUR,
27/08/2023 15:00:00 - 27/08/2023 16:00:00,83.72,EUR,
27/08/2023 16:00:00 - 27/08/2023 17:00:00,107.81,EUR,
27/08/2023 17:00:00 - 27/08/2023 18:00:00,110.33,EUR,
27/08/2023 18:00:00 - 27/08/2023 19:00:00,139.8,EUR,
27/08/2023 19:00:00 - 27/08/2023 20:00:00,205.63,EUR,
27/08/2023 20:00:00 - 27/08/2023 21:00:00,283.84,EUR,
27/08/2023 21:00:00 - 27/08/2023 22:00:00,154.96,EUR,
27/08/2023 22:00:00 - 27/08/2023 23:00:00,164.22,EUR,
27/08/2023 23:00:00 - 28/08/2023 00:00:00,151.95,EUR,
28/08/2023 00:00:00 - 28/08/2023 01:00:00,115.0,EUR,
28/08/2023 01:00:00 - 28/08/2023 02:00:00,108.57,EUR,
28/08/2023 02:00:00 - 28/08/2023 03:00:00,105.46,EUR,
28/08/2023 03:00:00 - 28/08/2023 04:00:00,98.05,EUR,
28/08/2023 04:00:00 - 28/08/2023 05:00:00,96.0,EUR,
28/08/2023 05:00:00 - 28/08/2023 06:00:00,101.5,EUR,
28/08/2023 06:00:00 - 28/08/2023 07:00:00,114.93,EUR,
28/08/2023 07:00:00 - 28/08/2023 08:00:00,148.18,EUR,
28/08/2023 08:00:00 - 28/08/2023 09:00:00,143.96,EUR,
28/08/2023 09:00:00 - 28/08/2023 10:00:00,124.43,EUR,
28/08/2023 10:00:00 - 28/08/2023 11:00:00,116.67,EUR,
28/08/2023 11:00:00 - 28/08/2023 12:00:00,114.94,EUR,
28/08/2023 12:00:00 - 28/08/2023 13:00:00,105.1,EUR,
28/08/2023 13:00:00 - 28/08/2023 14:00:00,103.99,EUR,
28/08/2023 14:00:00 - 28/08/2023 15:00:00,112.01,EUR,
28/08/2023 15:00:00 - 28/08/2023 16:00:00,146.92,EUR,
28/08/2023 16:00:00 - 28/08/2023 17:00:00,169.02,EUR,
28/08/2023 17:00:00 - 28/08/2023 18:00:00,234.7,EUR,
28/08/2023 18:00:00 - 28/08/2023 19:00:00,298.33,EUR,
28/08/2023 19:00:00 - 28/08/2023 20:00:00,338.1,EUR,
28/08/2023 20:00:00 - 28/08/2023 21:00:00,377.18,EUR,
28/08/2023 21:00:00 - 28/08/2023 22:00:00,202.05,EUR,
28/08/2023 22:00:00 - 28/08/2023 23:00:00,123.72,EUR,
28/08/2023 23:00:00 - 29/08/2023 00:00:00,112.3,EUR,
29/08/2023 00:00:00 - 29/08/2023 01:00:00,107.46,EUR,
29/08/2023 01:00:00 - 29/08/2023 02:00:00,105.46,EUR,
29/08/2023 02:00:00 - 29/08/2023 03:00:00,100.32,EUR,
29/08/2023 03:00:00 - 29/08/2023 04:00:00,97.8,EUR,
29/08/2023 04:00:00 - 29/08/2023 05:00:00,100.6,EUR,
29/08/2023 05:00:00 - 29/08/2023 06:00:00,105.9,EUR,
29/08/2023 06:00:00 - 29/08/2023 07:00:00,120.94,EUR,
29/08/2023 07:00:00 - 29/08/2023 08:00:00,147.14,EUR,
29/08/2023 08:00:00 - 29/08/2023 09:00:00,162.89,EUR,
29/08/2023 09:00:00 - 29/08/2023 10:00:00,152.61,EUR,
29/08/2023 10:00:00 - 29/08/2023 11:00:00,130.0,EUR,
29/08/2023 11:00:00 - 29/08/2023 12:00:00,115.4,EUR,
29/08/2023 12:00:00 - 29/08/2023 13:00:00,110.27,EUR,
29/08/2023 13:00:00 - 29/08/2023 14:00:00,101.73,EUR,
29/08/2023 14:00:00 - 29/08/2023 15:00:00,99.09,EUR,
29/08/2023 15:00:00 - 29/08/2023 16:00:00,104.65,EUR,
29/08/2023 16:00:00 - 29/08/2023 17:00:00,110.17,EUR,
29/08/2023 17:00:00 - 29/08/2023 18:00:00,133.58,EUR,
29/08/2023 18:00:00 - 29/08/2023 19:00:00,294.89,EUR,
29/08/2023 19:00:00 - 29/08/2023 20:00:00,384.82,EUR,
29/08/2023 20:00:00 - 29/08/2023 21:00:00,380.0,EUR,
29/08/2023 21:00:00 - 29/08/2023 22:00:00,136.68,EUR,
29/08/2023 22:00:00 - 29/08/2023 23:00:00,122.08,EUR,
29/08/2023 23:00:00 - 30/08/2023 00:00:00,106.0,EUR,
30/08/2023 00:00:00 - 30/08/2023 01:00:00,100.12,EUR,
30/08/2023 01:00:00 - 30/08/2023 02:00:00,100.0,EUR,
30/08/2023 02:00:00 - 30/08/2023 03:00:00,96.36,EUR,
30/08/2023 03:00:00 - 30/08/2023 04:00:00,94.18,EUR,
30/08/2023 04:00:00 - 30/08/2023 05:00:00,95.79,EUR,
30/08/2023 05:00:00 - 30/08/2023 06:00:00,97.05,EUR,
30/08/2023 06:00:00 - 30/08/2023 07:00:00,125.51,EUR,
30/08/2023 07:00:00 - 30/08/2023 08:00:00,142.1,EUR,
30/08/2023 08:00:00 - 30/08/2023 09:00:00,139.46,EUR,
30/08/2023 09:00:00 - 30/08/2023 10:00:00,124.6,EUR,
30/08/2023 10:00:00 - 30/08/2023 11:00:00,112.44,EUR,
30/08/2023 11:00:00 - 30/08/2023 12:00:00,107.36,EUR,
30/08/2023 12:00:00 - 30/08/2023 13:00:00,85.54,EUR,
30/08/2023 13:00:00 - 30/08/2023 14:00:00,71.09,EUR,
30/08/2023 14:00:00 - 30/08/2023 15:00:00,65.93,EUR,
30/08/2023 15:00:00 - 30/08/2023 16:00:00,92.76,EUR,
30/08/2023 16:00:00 - 30/08/2023 17:00:00,95.0,EUR,
30/08/2023 17:00:00 - 30/08/2023 18:00:00,125.97,EUR,
30/08/2023 18:00:00 - 30/08/2023 19:00:00,152.94,EUR,
30/08/2023 19:00:00 - 30/08/2023 20:00:00,350.33,EUR,
30/08/2023 20:00:00 - 30/08/2023 21:00:00,197.56,EUR,
30/08/2023 21:00:00 - 30/08/2023 22:00:00,134.4,EUR,
30/08/2023 22:00:00 - 30/08/2023 23:00:00,119.49,EUR,
30/08/2023 23:00:00 - 31/08/2023 00:00:00,101.59,EUR,
31/08/2023 00:00:00 - 31/08/2023 01:00:00,96.31,EUR,
31/08/2023 01:00:00 - 31/08/2023 02:00:00,114.0,EUR,
31/08/2023 02:00:00 - 31/08/2023 03:00:00,91.44,EUR,
31/08/2023 03:00:00 - 31/08/2023 04:00:00,112.0,EUR,
31/08/2023 04:00:00 - 31/08/2023 05:00:00,112.1,EUR,
31/08/2023 05:00:00 - 31/08/2023 06:00:00,115.27,EUR,
31/08/2023 06:00:00 - 31/08/2023 07:00:00,129.27,EUR,
31/08/2023 07:00:00 - 31/08/2023 08:00:00,152.29,EUR,
31/08/2023 08:00:00 - 31/08/2023 09:00:00,154.1,EUR,
31/08/2023 09:00:00 - 31/08/2023 10:00:00,127.42,EUR,
31/08/2023 10:00:00 - 31/08/2023 11:00:00,107.48,EUR,
31/08/2023 11:00:00 - 31/08/2023 12:00:00,96.1,EUR,
31/08/2023 12:00:00 - 31/08/2023 13:00:00,90.06,EUR,
31/08/2023 13:00:00 - 31/08/2023 14:00:00,92.42,EUR,
31/08/2023 14:00:00 - 31/08/2023 15:00:00,93.53,EUR,
31/08/2023 15:00:00 - 31/08/2023 16:00:00,113.6,EUR,
31/08/2023 16:00:00 - 31/08/2023 17:00:00,123.84,EUR,
31/08/2023 17:00:00 - 31/08/2023 18:00:00,119.09,EUR,
31/08/2023 18:00:00 - 31/08/2023 19:00:00,155.8,EUR,
31/08/2023 19:00:00 - 31/08/2023 20:00:00,362.58,EUR,
31/08/2023 20:00:00 - 31/08/2023 21:00:00,189.99,EUR,
31/08/2023 21:00:00 - 31/08/2023 22:00:00,161.72,EUR,
31/08/2023 22:00:00 - 31/08/2023 23:00:00,134.99,EUR,
31/08/2023 23:00:00 - 01/09/2023 00:00:00,120.0,EUR,
01/09/2023 00:00:00 - 01/09/2023 01:00:00,98.9,EUR,
01/09/2023 01:00:00 - 01/09/2023 02:00:00,109.57,EUR,
01/09/2023 02:00:00 - 01/09/2023 03:00:00,93.29,EUR,
01/09/2023 03:00:00 - 01/09/2023 04:00:00,92.12,EUR,
01/09/2023 04:00:00 - 01/09/2023 05:00:00,92.13,EUR,
01/09/2023 05:00:00 - 01/09/2023 06:00:00,96.04,EUR,
01/09/2023 06:00:00 - 01/09/2023 07:00:00,112.05,EUR,
01/09/2023 07:00:00 - 01/09/2023 08:00:00,128.85,EUR,
01/09/2023 08:00:00 - 01/09/2023 09:00:00,127.85,EUR,
01/09/2023 09:00:00 - 01/09/2023 10:00:00,110.65,EUR,
01/09/2023 10:00:00 - 01/09/2023 11:00:00,101.62,EUR,
01/09/2023 11:00:00 - 01/09/2023 12:00:00,96.52,EUR,
01/09/2023 12:00:00 - 01/09/2023 13:00:00,92.03,EUR,
01/09/2023 13:00:00 - 01/09/2023 14:00:00,88.9,EUR,
01/09/2023 14:00:00 - 01/09/2023 15:00:00,88.22,EUR,
01/09/2023 15:00:00 - 01/09/2023 16:00:00,91.55,EUR,
01/09/2023 16:00:00 - 01/09/2023 17:00:00,111.34,EUR,
01/09/2023 17:00:00 - 01/09/2023 18:00:00,133.04,EUR,
01/09/2023 18:00:00 - 01/09/2023 19:00:00,200.81,EUR,
01/09/2023 19:00:00 - 01/09/2023 20:00:00,362.17,EUR,
01/09/2023 20:00:00 - 01/09/2023 21:00:00,264.02,EUR,
01/09/2023 21:00:00 - 01/09/2023 22:00:00,167.24,EUR,
01/09/2023 22:00:00 - 01/09/2023 23:00:00,119.0,EUR,
01/09/2023 23:00:00 - 02/09/2023 00:00:00,115.32,EUR,
02/09/2023 00:00:00 - 02/09/2023 01:00:00,107.46,EUR,
02/09/2023 01:00:00 - 02/09/2023 02:00:00,102.7,EUR,
02/09/2023 02:00:00 - 02/09/2023 03:00:00,100.76,EUR,
02/09/2023 03:00:00 - 02/09/2023 04:00:00,99.68,EUR,
02/09/2023 04:00:00 - 02/09/2023 05:00:00,99.92,EUR,
02/09/2023 05:00:00 - 02/09/2023 06:00:00,97.55,EUR,
02/09/2023 06:00:00 - 02/09/2023 07:00:00,100.16,EUR,
02/09/2023 07:00:00 - 02/09/2023 08:00:00,101.09,EUR,
02/09/2023 08:00:00 - 02/09/2023 09:00:00,100.22,EUR,
02/09/2023 09:00:00 - 02/09/2023 10:00:00,94.58,EUR,
02/09/2023 10:00:00 - 02/09/2023 11:00:00,89.77,EUR,
02/09/2023 11:00:00 - 02/09/2023 12:00:00,79.9,EUR,
02/09/2023 12:00:00 - 02/09/2023 13:00:00,76.0,EUR,
02/09/2023 13:00:00 - 02/09/2023 14:00:00,62.99,EUR,
02/09/2023 14:00:00 - 02/09/2023 15:00:00,55.35,EUR,
02/09/2023 15:00:00 - 02/09/2023 16:00:00,69.4,EUR,
02/09/2023 16:00:00 - 02/09/2023 17:00:00,80.01,EUR,
02/09/2023 17:00:00 - 02/09/2023 18:00:00,93.45,EUR,
02/09/2023 18:00:00 - 02/09/2023 19:00:00,110.0,EUR,
02/09/2023 19:00:00 - 02/09/2023 20:00:00,142.1,EUR,
02/09/2023 20:00:00 - 02/09/2023 21:00:00,148.48,EUR,
02/09/2023 21:00:00 - 02/09/2023 22:00:00,115.7,EUR,
02/09/2023 22:00:00 - 02/09/2023 23:00:00,105.64,EUR,
02/09/2023 23:00:00 - 03/09/2023 00:00:00,97.34,EUR,
03/09/2023 00:00:00 - 03/09/2023 01:00:00,105.28,EUR,
03/09/2023 01:00:00 - 03/09/2023 02:00:00,100.94,EUR,
03/09/2023 02:00:00 - 03/09/2023 03:00:00,100.29,EUR,
03/09/2023 03:00:00 - 03/09/2023 04:00:00,99.25,EUR,
03/09/2023 04:00:00 - 03/09/2023 05:00:00,98.41,EUR,
03/09/2023 05:00:00 - 03/09/2023 06:00:00,96.84,EUR,
03/09/2023 06:00:00 - 03/09/2023 07:00:00,95.92,EUR,
03/09/2023 07:00:00 - 03/09/2023 08:00:00,92.55,EUR,
03/09/2023 08:00:00 - 03/09/2023 09:00:00,82.5,EUR,
03/09/2023 09:00:00 - 03/09/2023 10:00:00,82.21,EUR,
03/09/2023 10:00:00 - 03/09/2023 11:00:00,60.3,EUR,
03/09/2023 11:00:00 - 03/09/2023 12:00:00,43.43,EUR,
03/09/2023 12:00:00 - 03/09/2023 13:00:00,21.37,EUR,
03/09/2023 13:00:00 - 03/09/2023 14:00:00,11.33,EUR,
03/09/2023 14:00:00 - 03/09/2023 15:00:00,5.25,EUR,
03/09/2023 15:00:00 - 03/09/2023 16:00:00,43.29,EUR,
03/09/2023 16:00:00 - 03/09/2023 17:00:00,53.66,EUR,
03/09/2023 17:00:00 - 03/09/2023 18:00:00,92.67,EUR,
03/09/2023 18:00:00 - 03/09/2023 19:00:00,106.5,EUR,
03/09/2023 19:00:00 - 03/09/2023 20:00:00,122.84,EUR,
03/09/2023 20:00:00 - 03/09/2023 21:00:00,135.29,EUR,
03/09/2023 21:00:00 - 03/09/2023 22:00:00,118.34,EUR,
03/09/2023 22:00:00 - 03/09/2023 23:00:00,109.1,EUR,
03/09/2023 23:00:00 - 04/09/2023 00:00:00,100.56,EUR,
04/09/2023 00:00:00 - 04/09/2023 01:00:00,98.68,EUR,
04/09/2023 01:00:00 - 04/09/2023 02:00:00,91.59,EUR,
04/09/2023 02:00:00 - 04/09/2023 03:00:00,89.67,EUR,
04/09/2023 03:00:00 - 04/09/2023 04:00:00,87.33,EUR,
04/09/2023 04:00:00 - 04/09/2023 05:00:00,87.76,EUR,
04/09/2023 05:00:00 - 04/09/2023 06:00:00,98.63,EUR,
04/09/2023 06:00:00 - 04/09/2023 07:00:00,106.75,EUR,
04/09/2023 07:00:00 - 04/09/2023 08:00:00,137.54,EUR,
04/09/2023 08:00:00 - 04/09/2023 09:00:00,128.92,EUR,
04/09/2023 09:00:00 - 04/09/2023 10:00:00,109.36,EUR,
04/09/2023 10:00:00 - 04/09/2023 11:00:00,100.0,EUR,
04/09/2023 11:00:00 - 04/09/2023 12:00:00,97.0,EUR,
04/09/2023 12:00:00 - 04/09/2023 13:00:00,86.01,EUR,
04/09/2023 13:00:00 - 04/09/2023 14:00:00,95.8,EUR,
04/09/2023 14:00:00 - 04/09/2023 15:00:00,89.6,EUR,
04/09/2023 15:00:00 - 04/09/2023 16:00:00,100.0,EUR,
04/09/2023 16:00:00 - 04/09/2023 17:00:00,91.02,EUR,
04/09/2023 17:00:00 - 04/09/2023 18:00:00,108.12,EUR,
04/09/2023 18:00:00 - 04/09/2023 19:00:00,111.01,EUR,
04/09/2023 19:00:00 - 04/09/2023 20:00:00,142.1,EUR,
04/09/2023 20:00:00 - 04/09/2023 21:00:00,121.68,EUR,
04/09/2023 21:00:00 - 04/09/2023 22:00:00,105.68,EUR,
04/09/2023 22:00:00 - 04/09/2023 23:00:00,103.75,EUR,
04/09/2023 23:00:00 - 05/09/2023 00:00:00,93.86,EUR,
05/09/2023 00:00:00 - 05/09/2023 01:00:00,87.5,EUR,
05/09/2023 01:00:00 - 05/09/2023 02:00:00,89.01,EUR,
05/09/2023 02:00:00 - 05/09/2023 03:00:00,86.28,EUR,
05/09/2023 03:00:00 - 05/09/2023 04:00:00,87.03,EUR,
05/09/2023 04:00:00 - 05/09/2023 05:00:00,88.73,EUR,
05/09/2023 05:00:00 - 05/09/2023 06:00:00,99.27,EUR,
05/09/2023 06:00:00 - 05/09/2023 07:00:00,91.09,EUR,
05/09/2023 07:00:00 - 05/09/2023 08:00:00,118.32,EUR,
05/09/2023 08:00:00 - 05/09/2023 09:00:00,112.03,EUR,
05/09/2023 09:00:00 - 05/09/2023 10:00:00,102.61,EUR,
05/09/2023 10:00:00 - 05/09/2023 11:00:00,99.99,EUR,
05/09/2023 11:00:00 - 05/09/2023 12:00:00,86.01,EUR,
05/09/2023 12:00:00 - 05/09/2023 13:00:00,76.53,EUR,
05/09/2023 13:00:00 - 05/09/2023 14:00:00,75.09,EUR,
05/09/2023 14:00:00 - 05/09/2023 15:00:00,77.79,EUR,
05/09/2023 15:00:00 - 05/09/2023 16:00:00,83.0,EUR,
05/09/2023 16:00:00 - 05/09/2023 17:00:00,88.51,EUR,
05/09/2023 17:00:00 - 05/09/2023 18:00:00,103.26,EUR,
05/09/2023 18:00:00 - 05/09/2023 19:00:00,120.64,EUR,
05/09/2023 19:00:00 - 05/09/2023 20:00:00,146.84,EUR,
05/09/2023 20:00:00 - 05/09/2023 21:00:00,149.23,EUR,
05/09/2023 21:00:00 - 05/09/2023 22:00:00,120.24,EUR,
05/09/2023 22:00:00 - 05/09/2023 23:00:00,107.61,EUR,
05/09/2023 23:00:00 - 06/09/2023 00:00:00,96.03,EUR,
06/09/2023 00:00:00 - 06/09/2023 01:00:00,88.89,EUR,
06/09/2023 01:00:00 - 06/09/2023 02:00:00,85.52,EUR,
06/09/2023 02:00:00 - 06/09/2023 03:00:00,60.65,EUR,
06/09/2023 03:00:00 - 06/09/2023 04:00:00,84.48,EUR,
06/09/2023 04:00:00 - 06/09/2023 05:00:00,90.12,EUR,
