MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
05/08/2023 19:00:00 - 05/08/2023 20:00:00,122.0,EUR,
05/08/2023 20:00:00 - 05/08/2023 21:00:00,139.5,EUR,
05/08/2023 21:00:00 - 05/08/2023 22:00:00,133.04,EUR,
05/08/2023 22:00:00 - 05/08/2023 23:00:00,99.07,EUR,
05/08/2023 23:00:00 - 06/08/2023 00:00:00,98.15,EUR,
06/08/2023 00:00:00 - 06/08/2023 01:00:00,96.36,EUR,
06/08/2023 01:00:00 - 06/08/2023 02:00:00,97.0,EUR,
06/08/2023 02:00:00 - 06/08/2023 03:00:00,96.21,EUR,
06/08/2023 03:00:00 - 06/08/2023 04:00:00,95.68,EUR,
06/08/2023 04:00:00 - 06/08/2023 05:00:00,95.53,EUR,
06/08/2023 05:00:00 - 06/08/2023 06:00:00,95.35,EUR,
06/08/2023 06:00:00 - 06/08/2023 07:00:00,94.84,EUR,
06/08/2023 07:00:00 - 06/08/2023 08:00:00,95.6,EUR,
06/08/2023 08:00:00 - 06/08/2023 09:00:00,93.92,EUR,
06/08/2023 09:00:00 - 06/08/2023 10:00:00,45.18,EUR,
06/08/2023 10:00:00 - 06/08/2023 11:00:00,43.67,EUR,
06/08/2023 11:00:00 - 06/08/2023 12:00:00,38.45,EUR,
06/08/2023 12:00:00 - 06/08/2023 13:00:00,39.99,EUR,
06/08/2023 13:00:00 - 06/08/2023 14:00:00,20.93,EUR,
06/08/2023 14:00:00 - 06/08/2023 15:00:00,29.9,EUR,
06/08/2023 15:00:00 - 06/08/2023 16:00:00,40.0,EUR,
06/08/2023 16:00:00 - 06/08/2023 17:00:00,60.0,EUR,
06/08/2023 17:00:00 - 06/08/2023 18:00:00,81.01,EUR,
06/08/2023 18:00:00 - 06/08/2023 19:00:00,81.8,EUR,
06/08/2023 19:00:00 - 06/08/2023 20:00:00,90.0,EUR,
06/08/2023 20:00:00 - 06/08/2023 21:00:00,98.74,EUR,
06/08/2023 21:00:00 - 06/08/2023 22:00:00,103.0,EUR,
06/08/2023 22:00:00 - 06/08/2023 23:00:00,100.07,EUR,
06/08/2023 23:00:00 - 07/08/2023 00:00:00,98.15,EUR,
07/08/2023 00:00:00 - 07/08/2023 01:00:00,98.71,EUR,
07/08/2023 01:00:00 - 07/08/2023 02:00:00,96.57,EUR,
07/08/2023 02:00:00 - 07/08/2023 03:00:00,95.45,EUR,
07/08/2023 03:00:00 - 07/08/2023 04:00:00,95.0,EUR,
07/08/2023 04:00:00 - 07/08/2023 05:00:00,93.44,EUR,
07/08/2023 05:00:00 - 07/08/2023 06:00:00,95.0,EUR,
07/08/2023 06:00:00 - 07/08/2023 07:00:00,95.57,EUR,
07/08/2023 07:00:00 - 07/08/2023 08:00:00,91.25,EUR,
07/08/2023 08:00:00 - 07/08/2023 09:00:00,89.93,EUR,
07/08/2023 09:00:00 - 07/08/2023 10:00:00,90.8,EUR,
07/08/2023 10:00:00 - 07/08/2023 11:00:00,82.42,EUR,
07/08/2023 11:00:00 - 07/08/2023 12:00:00,75.0,EUR,
07/08/2023 12:00:00 - 07/08/2023 13:00:00,75.0,EUR,
07/08/2023 13:00:00 - 07/08/2023 14:00:00,73.59,EUR,
07/08/2023 14:00:00 - 07/08/2023 15:00:00,76.44,EUR,
07/08/2023 15:00:00 - 07/08/2023 16:00:00,98.52,EUR,
07/08/2023 16:00:00 - 07/08/2023 17:00:00,121.36,EUR,
07/08/2023 17:00:00 - 07/08/2023 18:00:00,111.1,EUR,
07/08/2023 18:00:00 - 07/08/2023 19:00:00,154.07,EUR,
07/08/2023 19:00:00 - 07/08/2023 20:00:00,163.2,EUR,
07/08/2023 20:00:00 - 07/08/2023 21:00:00,192.8,EUR,
07/08/2023 21:00:00 - 07/08/2023 22:00:00,148.17,EUR,
07/08/2023 22:00:00 - 07/08/2023 23:00:00,110.8,EUR,
07/08/2023 23:00:00 - 08/08/2023 00:00:00,100.0,EUR,
08/08/2023 00:00:00 - 08/08/2023 01:00:00,98.86,EUR,
08/08/2023 01:00:00 - 08/08/2023 02:00:00,94.76,EUR,
08/08/2023 02:00:00 - 08/08/2023 03:00:00,94.38,EUR,
08/08/2023 03:00:00 - 08/08/2023 04:00:00,92.9,EUR,
08/08/2023 04:00:00 - 08/08/2023 05:00:00,87.55,EUR,
08/08/2023 05:00:00 - 08/08/2023 06:00:00,91.34,EUR,
08/08/2023 06:00:00 - 08/08/2023 07:00:00,95.42,EUR,
08/08/2023 07:00:00 - 08/08/2023 08:00:00,96.21,EUR,
08/08/2023 08:00:00 - 08/08/2023 09:00:00,95.03,EUR,
08/08/2023 09:00:00 - 08/08/2023 10:00:00,83.88,EUR,
08/08/2023 10:00:00 - 08/08/2023 11:00:00,80.0,EUR,
08/08/2023 11:00:00 - 08/08/2023 12:00:00,60.1,EUR,
08/08/2023 12:00:00 - 08/08/2023 13:00:00,50.09,EUR,
08/08/2023 13:00:00 - 08/08/2023 14:00:00,45.69,EUR,
08/08/2023 14:00:00 - 08/08/2023 15:00:00,48.9,EUR,
08/08/2023 15:00:00 - 08/08/2023 16:00:00,50.0,EUR,
08/08/2023 16:00:00 - 08/08/2023 17:00:00,74.21,EUR,
08/08/2023 17:00:00 - 08/08/2023 18:00:00,85.17,EUR,
08/08/2023 18:00:00 - 08/08/2023 19:00:00,97.0,EUR,
08/08/2023 19:00:00 - 08/08/2023 20:00:00,100.75,EUR,
08/08/2023 20:00:00 - 08/08/2023 21:00:00,126.11,EUR,
08/08/2023 21:00:00 - 08/08/2023 22:00:00,109.0,EUR,
08/08/2023 22:00:00 - 08/08/2023 23:00:00,87.27,EUR,
08/08/2023 23:00:00 - 09/08/2023 00:00:00,90.18,EUR,
09/08/2023 00:00:00 - 09/08/2023 01:00:00,93.44,EUR,
09/08/2023 01:00:00 - 09/08/2023 02:00:00,85.39,EUR,
09/08/2023 02:00:00 - 09/08/2023 03:00:00,89.38,EUR,
09/08/2023 03:00:00 - 09/08/2023 04:00:00,85.1,EUR,
09/08/2023 04:00:00 - 09/08/2023 05:00:00,74.12,EUR,
09/08/2023 05:00:00 - 09/08/2023 06:00:00,83.95,EUR,
09/08/2023 06:00:00 - 09/08/2023 07:00:00,98.16,EUR,
09/08/2023 07:00:00 - 09/08/2023 08:00:00,105.7,EUR,
09/08/2023 08:00:00 - 09/08/2023 09:00:00,106.44,EUR,
09/08/2023 09:00:00 - 09/08/2023 10:00:00,97.79,EUR,
09/08/2023 10:00:00 - 09/08/2023 11:00:00,88.97,EUR,
09/08/2023 11:00:00 - 09/08/2023 12:00:00,80.0,EUR,
09/08/2023 12:00:00 - 09/08/2023 13:00:00,67.14,EUR,
09/08/2023 13:00:00 - 09/08/2023 14:00:00,62.4,EUR,
09/08/2023 14:00:00 - 09/08/2023 15:00:00,68.0,EUR,
09/08/2023 15:00:00 - 09/08/2023 16:00:00,79.39,EUR,
09/08/2023 16:00:00 - 09/08/2023 17:00:00,72.43,EUR,
09/08/2023 17:00:00 - 09/08/2023 18:00:00,88.25,EUR,
09/08/2023 18:00:00 - 09/08/2023 19:00:00,99.04,EUR,
09/08/2023 19:00:00 - 09/08/2023 20:00:00,120.34,EUR,
09/08/2023 20:00:00 - 09/08/2023 21:00:00,142.1,EUR,
09/08/2023 21:00:00 - 09/08/2023 22:00:00,131.58,EUR,
09/08/2023 22:00:00 - 09/08/2023 23:00:00,122.47,EUR,
09/08/2023 23:00:00 - 10/08/2023 00:00:00,100.96,EUR,
10/08/2023 00:00:00 - 10/08/2023 01:00:00,99.13,EUR,
10/08/2023 01:00:00 - 10/08/2023 02:00:00,96.5,EUR,
10/08/2023 02:00:00 - 10/08/2023 03:00:00,92.5,EUR,
10/08/2023 03:00:00 - 10/08/2023 04:00:00,92.5,EUR,
10/08/2023 04:00:00 - 10/08/2023 05:00:00,88.0,EUR,
10/08/2023 05:00:00 - 10/08/2023 06:00:00,95.53,EUR,
10/08/2023 06:00:00 - 10/08/2023 07:00:00,100.5,EUR,
10/08/2023 07:00:00 - 10/08/2023 08:00:00,104.54,EUR,
10/08/2023 08:00:00 - 10/08/2023 09:00:00,104.2,EUR,
10/08/2023 09:00:00 - 10/08/2023 10:00:00,95.04,EUR,
10/08/2023 10:00:00 - 10/08/2023 11:00:00,92.92,EUR,
10/08/2023 11:00:00 - 10/08/2023 12:00:00,88.8,EUR,
10/08/2023 12:00:00 - 10/08/2023 13:00:00,82.94,EUR,
10/08/2023 13:00:00 - 10/08/2023 14:00:00,75.26,EUR,
10/08/2023 14:00:00 - 10/08/2023 15:00:00,76.64,EUR,
10/08/2023 15:00:00 - 10/08/2023 16:00:00,81.22,EUR,
10/08/2023 16:00:00 - 10/08/2023 17:00:00,93.32,EUR,
10/08/2023 17:00:00 - 10/08/2023 18:00:00,95.65,EUR,
10/08/2023 18:00:00 - 10/08/2023 19:00:00,100.42,EUR,
10/08/2023 19:00:00 - 10/08/2023 20:00:00,124.73,EUR,
10/08/2023 20:00:00 - 10/08/2023 21:00:00,135.53,EUR,
10/08/2023 21:00:00 - 10/08/2023 22:00:00,123.89,EUR,
10/08/2023 22:00:00 - 10/08/2023 23:00:00,102.0,EUR,
10/08/2023 23:00:00 - 11/08/2023 00:00:00,92.7,EUR,
11/08/2023 00:00:00 - 11/08/2023 01:00:00,101.68,EUR,
11/08/2023 01:00:00 - 11/08/2023 02:00:00,96.75,EUR,
11/08/2023 02:00:00 - 11/08/2023 03:00:00,94.78,EUR,
11/08/2023 03:00:00 - 11/08/2023 04:00:00,93.73,EUR,
11/08/2023 04:00:00 - 11/08/2023 05:00:00,95.27,EUR,
11/08/2023 05:00:00 - 11/08/2023 06:00:00,97.66,EUR,
11/08/2023 06:00:00 - 11/08/2023 07:00:00,96.63,EUR,
11/08/2023 07:00:00 - 11/08/2023 08:00:00,84.09,EUR,
11/08/2023 08:00:00 - 11/08/2023 09:00:00,65.95,EUR,
11/08/2023 09:00:00 - 11/08/2023 10:00:00,50.43,EUR,
11/08/2023 10:00:00 - 11/08/2023 11:00:00,23.07,EUR,
11/08/2023 11:00:00 - 11/08/2023 12:00:00,21.59,EUR,
11/08/2023 12:00:00 - 11/08/2023 13:00:00,22.61,EUR,
11/08/2023 13:00:00 - 11/08/2023 14:00:00,9.7,EUR,
11/08/2023 14:00:00 - 11/08/2023 15:00:00,10.91,EUR,
11/08/2023 15:00:00 - 11/08/2023 16:00:00,58.02,EUR,
11/08/2023 16:00:00 - 11/08/2023 17:00:00,84.58,EUR,
11/08/2023 17:00:00 - 11/08/2023 18:00:00,97.99,EUR,
11/08/2023 18:00:00 - 11/08/2023 19:00:00,109.32,EUR,
11/08/2023 19:00:00 - 11/08/2023 20:00:00,127.95,EUR,
11/08/2023 20:00:00 - 11/08/2023 21:00:00,139.56,EUR,
11/08/2023 21:00:00 - 11/08/2023 22:00:00,129.08,EUR,
11/08/2023 22:00:00 - 11/08/2023 23:00:00,104.88,EUR,
11/08/2023 23:00:00 - 12/08/2023 00:00:00,100.15,EUR,
12/08/2023 00:00:00 - 12/08/2023 01:00:00,103.54,EUR,
12/08/2023 01:00:00 - 12/08/2023 02:00:00,96.57,EUR,
12/08/2023 02:00:00 - 12/08/2023 03:00:00,96.68,EUR,
12/08/2023 03:00:00 - 12/08/2023 04:00:00,93.87,EUR,
12/08/2023 04:00:00 - 12/08/2023 05:00:00,93.91,EUR,
12/08/2023 05:00:00 - 12/08/2023 06:00:00,82.75,EUR,
12/08/2023 06:00:00 - 12/08/2023 07:00:00,84.07,EUR,
12/08/2023 07:00:00 - 12/08/2023 08:00:00,23.48,EUR,
12/08/2023 08:00:00 - 12/08/2023 09:00:00,16.02,EUR,
12/08/2023 09:00:00 - 12/08/2023 10:00:00,15.0,EUR,
12/08/2023 10:00:00 - 12/08/2023 11:00:00,4.5,EUR,
12/08/2023 11:00:00 - 12/08/2023 12:00:00,0.52,EUR,
12/08/2023 12:00:00 - 12/08/2023 13:00:00,0.26,EUR,
12/08/2023 13:00:00 - 12/08/2023 14:00:00,2.34,EUR,
12/08/2023 14:00:00 - 12/08/2023 15:00:00,6.0,EUR,
12/08/2023 15:00:00 - 12/08/2023 16:00:00,6.92,EUR,
12/08/2023 16:00:00 - 12/08/2023 17:00:00,20.4,EUR,
12/08/2023 17:00:00 - 12/08/2023 18:00:00,67.58,EUR,
12/08/2023 18:00:00 - 12/08/2023 19:00:00,92.36,EUR,
12/08/2023 19:00:00 - 12/08/2023 20:00:00,106.48,EUR,
12/08/2023 20:00:00 - 12/08/2023 21:00:00,111.16,EUR,
12/08/2023 21:00:00 - 12/08/2023 22:00:00,103.79,EUR,
12/08/2023 22:00:00 - 12/08/2023 23:00:00,107.23,EUR,
12/08/2023 23:00:00 - 13/08/2023 00:00:00,96.1,EUR,
13/08/2023 00:00:00 - 13/08/2023 01:00:00,90.1,EUR,
13/08/2023 01:00:00 - 13/08/2023 02:00:00,81.99,EUR,
13/08/2023 02:00:00 - 13/08/2023 03:00:00,78.8,EUR,
13/08/2023 03:00:00 - 13/08/2023 04:00:00,69.66,EUR,
13/08/2023 04:00:00 - 13/08/2023 05:00:00,69.0,EUR,
13/08/2023 05:00:00 - 13/08/2023 06:00:00,72.02,EUR,
13/08/2023 06:00:00 - 13/08/2023 07:00:00,20.89,EUR,
13/08/2023 07:00:00 - 13/08/2023 08:00:00,51.88,EUR,
13/08/2023 08:00:00 - 13/08/2023 09:00:00,9.71,EUR,
13/08/2023 09:00:00 - 13/08/2023 10:00:00,0.04,EUR,
13/08/2023 10:00:00 - 13/08/2023 11:00:00,0.0,EUR,
13/08/2023 11:00:00 - 13/08/2023 12:00:00,0.0,EUR,
13/08/2023 12:00:00 - 13/08/2023 13:00:00,0.0,EUR,
13/08/2023 13:00:00 - 13/08/2023 14:00:00,0.0,EUR,
13/08/2023 14:00:00 - 13/08/2023 15:00:00,0.01,EUR,
13/08/2023 15:00:00 - 13/08/2023 16:00:00,6.76,EUR,
13/08/2023 16:00:00 - 13/08/2023 17:00:00,17.45,EUR,
13/08/2023 17:00:00 - 13/08/2023 18:00:00,72.59,EUR,
13/08/2023 18:00:00 - 13/08/2023 19:00:00,98.78,EUR,
13/08/2023 19:00:00 - 13/08/2023 20:00:00,106.6,EUR,
13/08/2023 20:00:00 - 13/08/2023 21:00:00,115.19,EUR,
13/08/2023 21:00:00 - 13/08/2023 22:00:00,120.0,EUR,
13/08/2023 22:00:00 - 13/08/2023 23:00:00,99.45,EUR,
13/08/2023 23:00:00 - 14/08/2023 00:00:00,98.37,EUR,
14/08/2023 00:00:00 - 14/08/2023 01:00:00,95.65,EUR,
14/08/2023 01:00:00 - 14/08/2023 02:00:00,86.65,EUR,
14/08/2023 02:00:00 - 14/08/2023 03:00:00,79.85,EUR,
14/08/2023 03:00:00 - 14/08/2023 04:00:00,64.89,EUR,
14/08/2023 04:00:00 - 14/08/2023 05:00:00,85.06,EUR,
14/08/2023 05:00:00 - 14/08/2023 06:00:00,91.06,EUR,
14/08/2023 06:00:00 - 14/08/2023 07:00:00,103.2,EUR,
14/08/2023 07:00:00 - 14/08/2023 08:00:00,95.58,EUR,
14/08/2023 08:00:00 - 14/08/2023 09:00:00,86.12,EUR,
14/08/2023 09:00:00 - 14/08/2023 10:00:00,75.7,EUR,
14/08/2023 10:00:00 - 14/08/2023 11:00:00,59.2,EUR,
14/08/2023 11:00:00 - 14/08/2023 12:00:00,64.76,EUR,
14/08/2023 12:00:00 - 14/08/2023 13:00:00,80.9,EUR,
14/08/2023 13:00:00 - 14/08/2023 14:00:00,91.99,EUR,
14/08/2023 14:00:00 - 14/08/2023 15:00:00,93.6,EUR,
14/08/2023 15:00:00 - 14/08/2023 16:00:00,98.83,EUR,
14/08/2023 16:00:00 - 14/08/2023 17:00:00,84.09,EUR,
14/08/2023 17:00:00 - 14/08/2023 18:00:00,100.3,EUR,
14/08/2023 18:00:00 - 14/08/2023 19:00:00,111.3,EUR,
14/08/2023 19:00:00 - 14/08/2023 20:00:00,140.1,EUR,
14/08/2023 20:00:00 - 14/08/2023 21:00:00,153.2,EUR,
14/08/2023 21:00:00 - 14/08/2023 22:00:00,130.2,EUR,
14/08/2023 22:00:00 - 14/08/2023 23:00:00,110.99,EUR,
14/08/2023 23:00:00 - 15/08/2023 00:00:00,101.06,EUR,
15/08/2023 00:00:00 - 15/08/2023 01:00:00,99.6,EUR,
15/08/2023 01:00:00 - 15/08/2023 02:00:00,92.65,EUR,
15/08/2023 02:00:00 - 15/08/2023 03:00:00,89.75,EUR,
15/08/2023 03:00:00 - 15/08/2023 04:00:00,89.96,EUR,
15/08/2023 04:00:00 - 15/08/2023 05:00:00,87.67,EUR,
15/08/2023 05:00:00 - 15/08/2023 06:00:00,87.05,EUR,
15/08/2023 06:00:00 - 15/08/2023 07:00:00,55.93,EUR,
15/08/2023 07:00:00 - 15/08/2023 08:00:00,60.01,EUR,
15/08/2023 08:00:00 - 15/08/2023 09:00:00,71.75,EUR,
15/08/2023 09:00:00 - 15/08/2023 10:00:00,72.0,EUR,
15/08/2023 10:00:00 - 15/08/2023 11:00:00,72.34,EUR,
15/08/2023 11:00:00 - 15/08/2023 12:00:00,59.08,EUR,
15/08/2023 12:00:00 - 15/08/2023 13:00:00,67.24,EUR,
15/08/2023 13:00:00 - 15/08/2023 14:00:00,78.0,EUR,
15/08/2023 14:00:00 - 15/08/2023 15:00:00,86.01,EUR,
15/08/2023 15:00:00 - 15/08/2023 16:00:00,94.15,EUR,
15/08/2023 16:00:00 - 15/08/2023 17:00:00,89.4,EUR,
15/08/2023 17:00:00 - 15/08/2023 18:00:00,93.83,EUR,
15/08/2023 18:00:00 - 15/08/2023 19:00:00,100.07,EUR,
15/08/2023 19:00:00 - 15/08/2023 20:00:00,118.83,EUR,
15/08/2023 20:00:00 - 15/08/2023 21:00:00,139.88,EUR,
15/08/2023 21:00:00 - 15/08/2023 22:00:00,133.04,EUR,
15/08/2023 22:00:00 - 15/08/2023 23:00:00,113.23,EUR,
15/08/2023 23:00:00 - 16/08/2023 00:00:00,107.89,EUR,
16/08/2023 00:00:00 - 16/08/2023 01:00:00,101.77,EUR,
16/08/2023 01:00:00 - 16/08/2023 02:00:00,97.45,EUR,
16/08/2023 02:00:00 - 16/08/2023 03:00:00,92.66,EUR,
16/08/2023 03:00:00 - 16/08/2023 04:00:00,93.0,EUR,
16/08/2023 04:00:00 - 16/08/2023 05:00:00,85.66,EUR,
16/08/2023 05:00:00 - 16/08/2023 06:00:00,40.0,EUR,
16/08/2023 06:00:00 - 16/08/2023 07:00:00,40.0,EUR,
16/08/2023 07:00:00 - 16/08/2023 08:00:00,75.98,EUR,
16/08/2023 08:00:00 - 16/08/2023 09:00:00,76.09,EUR,
16/08/2023 09:00:00 - 16/08/2023 10:00:00,87.48,EUR,
16/08/2023 10:00:00 - 16/08/2023 11:00:00,60.7,EUR,
16/08/2023 11:00:00 - 16/08/2023 12:00:00,40.0,EUR,
16/08/2023 12:00:00 - 16/08/2023 13:00:00,50.53,EUR,
16/08/2023 13:00:00 - 16/08/2023 14:00:00,64.8,EUR,
16/08/2023 14:00:00 - 16/08/2023 15:00:00,84.8,EUR,
16/08/2023 15:00:00 - 16/08/2023 16:00:00,93.09,EUR,
16/08/2023 16:00:00 - 16/08/2023 17:00:00,97.31,EUR,
16/08/2023 17:00:00 - 16/08/2023 18:00:00,108.88,EUR,
16/08/2023 18:00:00 - 16/08/2023 19:00:00,126.1,EUR,
16/08/2023 19:00:00 - 16/08/2023 20:00:00,150.45,EUR,
16/08/2023 20:00:00 - 16/08/2023 21:00:00,155.0,EUR,
16/08/2023 21:00:00 - 16/08/2023 22:00:00,73.27,EUR,
16/08/2023 22:00:00 - 16/08/2023 23:00:00,119.9,EUR,
16/08/2023 23:00:00 - 17/08/2023 00:00:00,99.99,EUR,
17/08/2023 00:00:00 - 17/08/2023 01:00:00,104.88,EUR,
17/08/2023 01:00:00 - 17/08/2023 02:00:00,98.38,EUR,
17/08/2023 02:00:00 - 17/08/2023 03:00:00,97.95,EUR,
17/08/2023 03:00:00 - 17/08/2023 04:00:00,95.04,EUR,
17/08/2023 04:00:00 - 17/08/2023 05:00:00,93.39,EUR,
17/08/2023 05:00:00 - 17/08/2023 06:00:00,96.13,EUR,
17/08/2023 06:00:00 - 17/08/2023 07:00:00,99.85,EUR,
17/08/2023 07:00:00 - 17/08/2023 08:00:00,95.68,EUR,
17/08/2023 08:00:00 - 17/08/2023 09:00:00,83.78,EUR,
17/08/2023 09:00:00 - 17/08/2023 10:00:00,30.0,EUR,
17/08/2023 10:00:00 - 17/08/2023 11:00:00,81.4,EUR,
17/08/2023 11:00:00 - 17/08/2023 12:00:00,89.55,EUR,
17/08/2023 12:00:00 - 17/08/2023 13:00:00,91.62,EUR,
17/08/2023 13:00:00 - 17/08/2023 14:00:00,89.98,EUR,
17/08/2023 14:00:00 - 17/08/2023 15:00:00,89.98,EUR,
17/08/2023 15:00:00 - 17/08/2023 16:00:00,94.15,EUR,
17/08/2023 16:00:00 - 17/08/2023 17:00:00,99.76,EUR,
17/08/2023 17:00:00 - 17/08/2023 18:00:00,111.72,EUR,
17/08/2023 18:00:00 - 17/08/2023 19:00:00,132.15,EUR,
17/08/2023 19:00:00 - 17/08/2023 20:00:00,149.05,EUR,
17/08/2023 20:00:00 - 17/08/2023 21:00:00,181.59,EUR,
17/08/2023 21:00:00 - 17/08/2023 22:00:00,133.05,EUR,
17/08/2023 22:00:00 - 17/08/2023 23:00:00,116.63,EUR,
17/08/2023 23:00:00 - 18/08/2023 00:00:00,111.0,EUR,
18/08/2023 00:00:00 - 18/08/2023 01:00:00,105.01,EUR,
18/08/2023 01:00:00 - 18/08/2023 02:00:00,100.76,EUR,
18/08/2023 02:00:00 - 18/08/2023 03:00:00,100.47,EUR,
18/08/2023 03:00:00 - 18/08/2023 04:00:00,97.66,EUR,
18/08/2023 04:00:00 - 18/08/2023 05:00:00,99.27,EUR,
18/08/2023 05:00:00 - 18/08/2023 06:00:00,101.96,EUR,
18/08/2023 06:00:00 - 18/08/2023 07:00:00,113.8,EUR,
18/08/2023 07:00:00 - 18/08/2023 08:00:00,116.99,EUR,
18/08/2023 08:00:00 - 18/08/2023 09:00:00,104.84,EUR,
18/08/2023 09:00:00 - 18/08/2023 10:00:00,100.19,EUR,
18/08/2023 10:00:00 - 18/08/2023 11:00:00,95.85,EUR,
18/08/2023 11:00:00 - 18/08/2023 12:00:00,89.05,EUR,
18/08/2023 12:00:00 - 18/08/2023 13:00:00,86.28,EUR,
18/08/2023 13:00:00 - 18/08/2023 14:00:00,82.85,EUR,
18/08/2023 14:00:00 - 18/08/2023 15:00:00,84.16,EUR,
18/08/2023 15:00:00 - 18/08/2023 16:00:00,89.46,EUR,
18/08/2023 16:00:00 - 18/08/2023 17:00:00,99.0,EUR,
18/08/2023 17:00:00 - 18/08/2023 18:00:00,110.7,EUR,
18/08/2023 18:00:00 - 18/08/2023 19:00:00,129.56,EUR,
18/08/2023 19:00:00 - 18/08/2023 20:00:00,155.55,EUR,
18/08/2023 20:00:00 - 18/08/2023 21:00:00,160.36,EUR,
18/08/2023 21:00:00 - 18/08/2023 22:00:00,128.3,EUR,
18/08/2023 22:00:00 - 18/08/2023 23:00:00,114.99,EUR,
18/08/2023 23:00:00 - 19/08/2023 00:00:00,113.01,EUR,
19/08/2023 00:00:00 - 19/08/2023 01:00:00,103.57,EUR,
19/08/2023 01:00:00 - 19/08/2023 02:00:00,97.95,EUR,
19/08/2023 02:00:00 - 19/08/2023 03:00:00,95.18,EUR,
19/08/2023 03:00:00 - 19/08/2023 04:00:00,89.62,EUR,
19/08/2023 04:00:00 - 19/08/2023 05:00:00,90.11,EUR,
19/08/2023 05:00:00 - 19/08/2023 06:00:00,91.6,EUR,
19/08/2023 06:00:00 - 19/08/2023 07:00:00,99.51,EUR,
19/08/2023 07:00:00 - 19/08/2023 08:00:00,89.85,EUR,
19/08/2023 08:00:00 - 19/08/2023 09:00:00,83.02,EUR,
19/08/2023 09:00:00 - 19/08/2023 10:00:00,79.37,EUR,
19/08/2023 10:00:00 - 19/08/2023 11:00:00,69.4,EUR,
19/08/2023 11:00:00 - 19/08/2023 12:00:00,41.83,EUR,
19/08/2023 12:00:00 - 19/08/2023 13:00:00,56.01,EUR,
19/08/2023 13:00:00 - 19/08/2023 14:00:00,50.0,EUR,
19/08/2023 14:00:00 - 19/08/2023 15:00:00,49.0,EUR,
19/08/2023 15:00:00 - 19/08/2023 16:00:00,49.0,EUR,
19/08/2023 16:00:00 - 19/08/2023 17:00:00,89.46,EUR,
19/08/2023 17:00:00 - 19/08/2023 18:00:00,100.49,EUR,
19/08/2023 18:00:00 - 19/08/2023 19:00:00,114.62,EUR,
19/08/2023 19:00:00 - 19/08/2023 20:00:00,134.1,EUR,
19/08/2023 20:00:00 - 19/08/2023 21:00:00,150.0,EUR,
19/08/2023 21:00:00 - 19/08/2023 22:00:00,133.05,EUR,
19/08/2023 22:00:00 - 19/08/2023 23:00:00,123.71,EUR,
19/08/2023 23:00:00 - 20/08/2023 00:00:00,112.54,EUR,
20/08/2023 00:00:00 - 20/08/2023 01:00:00,113.99,EUR,
20/08/2023 01:00:00 - 20/08/2023 02:00:00,110.59,EUR,
20/08/2023 02:00:00 - 20/08/2023 03:00:00,105.17,EUR,
20/08/2023 03:00:00 - 20/08/2023 04:00:00,103.35,EUR,
20/08/2023 04:00:00 - 20/08/2023 05:00:00,91.6,EUR,
20/08/2023 05:00:00 - 20/08/2023 06:00:00,84.01,EUR,
20/08/2023 06:00:00 - 20/08/2023 07:00:00,80.01,EUR,
20/08/2023 07:00:00 - 20/08/2023 08:00:00,99.69,EUR,
20/08/2023 08:00:00 - 20/08/2023 09:00:00,98.99,EUR,
20/08/2023 09:00:00 - 20/08/2023 10:00:00,86.62,EUR,
20/08/2023 10:00:00 - 20/08/2023 11:00:00,45.4,EUR,
20/08/2023 11:00:00 - 20/08/2023 12:00:00,44.0,EUR,
20/08/2023 12:00:00 - 20/08/2023 13:00:00,21.13,EUR,
20/08/2023 13:00:00 - 20/08/2023 14:00:00,13.25,EUR,
20/08/2023 14:00:00 - 20/08/2023 15:00:00,13.85,EUR,
20/08/2023 15:00:00 - 20/08/2023 16:00:00,44.0,EUR,
20/08/2023 16:00:00 - 20/08/2023 17:00:00,78.98,EUR,
20/08/2023 17:00:00 - 20/08/2023 18:00:00,95.1,EUR,
20/08/2023 18:00:00 - 20/08/2023 19:00:00,112.0,EUR,
20/08/2023 19:00:00 - 20/08/2023 20:00:00,128.8,EUR,
20/08/2023 20:00:00 - 20/08/2023 21:00:00,140.0,EUR,
20/08/2023 21:00:00 - 20/08/2023 22:00:00,139.54,EUR,
20/08/2023 22:00:00 - 20/08/2023 23:00:00,126.71,EUR,
20/08/2023 23:00:00 - 21/08/2023 00:00:00,111.95,EUR,
21/08/2023 00:00:00 - 21/08/2023 01:00:00,111.95,EUR,
21/08/2023 01:00:00 - 21/08/2023 02:00:00,101.67,EUR,
21/08/2023 02:00:00 - 21/08/2023 03:00:00,98.71,EUR,
21/08/2023 03:00:00 - 21/08/2023 04:00:00,88.42,EUR,
21/08/2023 04:00:00 - 21/08/2023 05:00:00,69.58,EUR,
21/08/2023 05:00:00 - 21/08/2023 06:00:00,94.01,EUR,
21/08/2023 06:00:00 - 21/08/2023 07:00:00,85.69,EUR,
21/08/2023 07:00:00 - 21/08/2023 08:00:00,102.48,EUR,
21/08/2023 08:00:00 - 21/08/2023 09:00:00,111.85,EUR,
21/08/2023 09:00:00 - 21/08/2023 10:00:00,69.58,EUR,
21/08/2023 10:00:00 - 21/08/2023 11:00:00,69.34,EUR,
21/08/2023 11:00:00 - 21/08/2023 12:00:00,90.0,EUR,
