MTU (CET/CEST),Area,Day-ahead Price (EUR/MWh)
15/03/2024 10:00:00 - 15/03/2024 11:00:00,BZN|IT-North,89.98
15/03/2024 11:00:00 - 15/03/2024 12:00:00,BZN|IT-North,86.14
15/03/2024 12:00:00 - 15/03/2024 13:00:00,BZN|IT-North,75
15/03/2024 13:00:00 - 15/03/2024 14:00:00,BZN|IT-North,76.5
15/03/2024 14:00:00 - 15/03/2024 15:00:00,BZN|IT-North,84.37
15/03/2024 15:00:00 - 15/03/2024 16:00:00,BZN|IT-North,90
15/03/2024 16:00:00 - 15/03/2024 17:00:00,BZN|IT-North,92.87
15/03/2024 17:00:00 - 15/03/2024 18:00:00,BZN|IT-North,97.14
15/03/2024 18:00:00 - 15/03/2024 19:00:00,BZN|IT-North,103.48
15/03/2024 19:00:00 - 15/03/2024 20:00:00,BZN|IT-North,107
15/03/2024 20:00:00 - 15/03/2024 21:00:00,BZN|IT-North,101.65
15/03/2024 21:00:00 - 15/03/2024 22:00:00,BZN|IT-North,94.1
15/03/2024 22:00:00 - 15/03/2024 23:00:00,BZN|IT-North,90.05
15/03/2024 23:00:00 - 16/03/2024 00:00:00,BZN|IT-North,89.3
16/03/2024 00:00:00 - 16/03/2024 01:00:00,BZN|IT-North,90.43
16/03/2024 01:00:00 - 16/03/2024 02:00:00,BZN|IT-North,85.23
16/03/2024 02:00:00 - 16/03/2024 03:00:00,BZN|IT-North,80.84
16/03/2024 03:00:00 - 16/03/2024 04:00:00,BZN|IT-North,79.81
16/03/2024 04:00:00 - 16/03/2024 05:00:00,BZN|IT-North,80
16/03/2024 05:00:00 - 16/03/2024 06:00:00,BZN|IT-North,82.54
16/03/2024 06:00:00 - 16/03/2024 07:00:00,BZN|IT-North,90.43
16/03/2024 07:00:00 - 16/03/2024 08:00:00,BZN|IT-North,94.86
16/03/2024 08:00:00 - 16/03/2024 09:00:00,BZN|IT-North,94.11
16/03/2024 09:00:00 - 16/03/2024 10:00:00,BZN|IT-North,90
16/03/2024 10:00:00 - 16/03/2024 11:00:00,BZN|IT-North,67.97
16/03/2024 11:00:00 - 16/03/2024 12:00:00,BZN|IT-North,61.5
16/03/2024 12:00:00 - 16/03/2024 13:00:00,BZN|IT-North,38.34
16/03/2024 13:00:00 - 16/03/2024 14:00:00,BZN|IT-North,32.4
16/03/2024 14:00:00 - 16/03/2024 15:00:00,BZN|IT-North,37.55
16/03/2024 15:00:00 - 16/03/2024 16:00:00,BZN|IT-North,50
16/03/2024 16:00:00 - 16/03/2024 17:00:00,BZN|IT-North,74.28
16/03/2024 17:00:00 - 16/03/2024 18:00:00,BZN|IT-North,91.43
16/03/2024 18:00:00 - 16/03/2024 19:00:00,BZN|IT-North,107
16/03/2024 19:00:00 - 16/03/2024 20:00:00,BZN|IT-North,113.69
16/03/2024 20:00:00 - 16/03/2024 21:00:00,BZN|IT-North,105
16/03/2024 21:00:00 - 16/03/2024 22:00:00,BZN|IT-North,98.6
16/03/2024 22:00:00 - 16/03/2024 23:00:00,BZN|IT-North,92.74
16/03/2024 23:00:00 - 17/03/2024 00:00:00,BZN|IT-North,90.36
17/03/2024 00:00:00 - 17/03/2024 01:00:00,BZN|IT-North,90
17/03/2024 01:00:00 - 17/03/2024 02:00:00,BZN|IT-North,90
17/03/2024 02:00:00 - 17/03/2024 03:00:00,BZN|IT-North,84.8
17/03/2024 03:00:00 - 17/03/2024 04:00:00,BZN|IT-North,82.1
17/03/2024 04:00:00 - 17/03/2024 05:00:00,BZN|IT-North,83.63
17/03/2024 05:00:00 - 17/03/2024 06:00:00,BZN|IT-North,85
17/03/2024 06:00:00 - 17/03/2024 07:00:00,BZN|IT-North,85
17/03/2024 07:00:00 - 17/03/2024 08:00:00,BZN|IT-North,87.97
17/03/2024 08:00:00 - 17/03/2024 09:00:00,BZN|IT-North,75
17/03/2024 09:00:00 - 17/03/2024 10:00:00,BZN|IT-North,54
17/03/2024 10:00:00 - 17/03/2024 11:00:00,BZN|IT-North,39.2
17/03/2024 11:00:00 - 17/03/2024 12:00:00,BZN|IT-North,34.78
17/03/2024 12:00:00 - 17/03/2024 13:00:00,BZN|IT-North,37.71
17/03/2024 13:00:00 - 17/03/2024 14:00:00,BZN|IT-North,29.36
17/03/2024 14:00:00 - 17/03/2024 15:00:00,BZN|IT-North,40
17/03/2024 15:00:00 - 17/03/2024 16:00:00,BZN|IT-North,53.26
17/03/2024 16:00:00 - 17/03/2024 17:00:00,BZN|IT-North,70.82
17/03/2024 17:00:00 - 17/03/2024 18:00:00,BZN|IT-North,95
17/03/2024 18:00:00 - 17/03/2024 19:00:00,BZN|IT-North,105
17/03/2024 19:00:00 - 17/03/2024 20:00:00,BZN|IT-North,107
17/03/2024 20:00:00 - 17/03/2024 21:00:00,BZN|IT-North,101.07
17/03/2024 21:00:00 - 17/03/2024 22:00:00,BZN|IT-North,100
17/03/2024 22:00:00 - 17/03/2024 23:00:00,BZN|IT-North,95
17/03/2024 23:00:00 - 18/03/2024 00:00:00,BZN|IT-North,88.64
18/03/2024 00:00:00 - 18/03/2024 01:00:00,BZN|IT-North,82.1
18/03/2024 01:00:00 - 18/03/2024 02:00:00,BZN|IT-North,75.7
18/03/2024 02:00:00 - 18/03/2024 03:00:00,BZN|IT-North,72.07
18/03/2024 03:00:00 - 18/03/2024 04:00:00,BZN|IT-North,69.77
18/03/2024 04:00:00 - 18/03/2024 05:00:00,BZN|IT-North,63.07
18/03/2024 05:00:00 - 18/03/2024 06:00:00,BZN|IT-North,68.4
18/03/2024 06:00:00 - 18/03/2024 07:00:00,BZN|IT-North,95.6
18/03/2024 07:00:00 - 18/03/2024 08:00:00,BZN|IT-North,100.57
18/03/2024 08:00:00 - 18/03/2024 09:00:00,BZN|IT-North,110
18/03/2024 09:00:00 - 18/03/2024 10:00:00,BZN|IT-North,101.78
18/03/2024 10:00:00 - 18/03/2024 11:00:00,BZN|IT-North,94.7
18/03/2024 11:00:00 - 18/03/2024 12:00:00,BZN|IT-North,93.15
18/03/2024 12:00:00 - 18/03/2024 13:00:00,BZN|IT-North,85.81
18/03/2024 13:00:00 - 18/03/2024 14:00:00,BZN|IT-North,87.59
18/03/2024 14:00:00 - 18/03/2024 15:00:00,BZN|IT-North,94.96
18/03/2024 15:00:00 - 18/03/2024 16:00:00,BZN|IT-North,96.7
18/03/2024 16:00:00 - 18/03/2024 17:00:00,BZN|IT-North,102.67
18/03/2024 17:00:00 - 18/03/2024 18:00:00,BZN|IT-North,102.83
18/03/2024 18:00:00 - 18/03/2024 19:00:00,BZN|IT-North,113.91
18/03/2024 19:00:00 - 18/03/2024 20:00:00,BZN|IT-North,125.16
18/03/2024 20:00:00 - 18/03/2024 21:00:00,BZN|IT-North,107.46
18/03/2024 21:00:00 - 18/03/2024 22:00:00,BZN|IT-North,97
18/03/2024 22:00:00 - 18/03/2024 23:00:00,BZN|IT-North,94.7
18/03/2024 23:00:00 - 19/03/2024 00:00:00,BZN|IT-North,92.92
19/03/2024 00:00:00 - 19/03/2024 01:00:00,BZN|IT-North,90.94
19/03/2024 01:00:00 - 19/03/2024 02:00:00,BZN|IT-North,82.5
19/03/2024 02:00:00 - 19/03/2024 03:00:00,BZN|IT-North,82.1
19/03/2024 03:00:00 - 19/03/2024 04:00:00,BZN|IT-North,85.3
19/03/2024 04:00:00 - 19/03/2024 05:00:00,BZN|IT-North,92
19/03/2024 05:00:00 - 19/03/2024 06:00:00,BZN|IT-North,94.6
19/03/2024 06:00:00 - 19/03/2024 07:00:00,BZN|IT-North,103.87
19/03/2024 07:00:00 - 19/03/2024 08:00:00,BZN|IT-North,109.89
19/03/2024 08:00:00 - 19/03/2024 09:00:00,BZN|IT-North,108.41
19/03/2024 09:00:00 - 19/03/2024 10:00:00,BZN|IT-North,97.99
19/03/2024 10:00:00 - 19/03/2024 11:00:00,BZN|IT-North,89.03
19/03/2024 11:00:00 - 19/03/2024 12:00:00,BZN|IT-North,78.9
19/03/2024 12:00:00 - 19/03/2024 13:00:00,BZN|IT-North,64.13
19/03/2024 13:00:00 - 19/03/2024 14:00:00,BZN|IT-North,65
19/03/2024 14:00:00 - 19/03/2024 15:00:00,BZN|IT-North,75.25
19/03/2024 15:00:00 - 19/03/2024 16:00:00,BZN|IT-North,80.29
19/03/2024 16:00:00 - 19/03/2024 17:00:00,BZN|IT-North,94.46
19/03/2024 17:00:00 - 19/03/2024 18:00:00,BZN|IT-North,102.02
19/03/2024 18:00:00 - 19/03/2024 19:00:00,BZN|IT-North,124.7
19/03/2024 19:00:00 - 19/03/2024 20:00:00,BZN|IT-North,128.96
19/03/2024 20:00:00 - 19/03/2024 21:00:00,BZN|IT-North,110
19/03/2024 21:00:00 - 19/03/2024 22:00:00,BZN|IT-North,98.23
19/03/2024 22:00:00 - 19/03/2024 23:00:00,BZN|IT-North,94.77
19/03/2024 23:00:00 - 20/03/2024 00:00:00,BZN|IT-North,94.46
20/03/2024 00:00:00 - 20/03/2024 01:00:00,BZN|IT-North,91.46
20/03/2024 01:00:00 - 20/03/2024 02:00:00,BZN|IT-North,85.1
20/03/2024 02:00:00 - 20/03/2024 03:00:00,BZN|IT-North,84.5
20/03/2024 03:00:00 - 20/03/2024 04:00:00,BZN|IT-North,85.1
20/03/2024 04:00:00 - 20/03/2024 05:00:00,BZN|IT-North,85.1
20/03/2024 05:00:00 - 20/03/2024 06:00:00,BZN|IT-North,94.62
20/03/2024 06:00:00 - 20/03/2024 07:00:00,BZN|IT-North,107.07
20/03/2024 07:00:00 - 20/03/2024 08:00:00,BZN|IT-North,120
20/03/2024 08:00:00 - 20/03/2024 09:00:00,BZN|IT-North,105
20/03/2024 09:00:00 - 20/03/2024 10:00:00,BZN|IT-North,102.65
20/03/2024 10:00:00 - 20/03/2024 11:00:00,BZN|IT-North,95.19
20/03/2024 11:00:00 - 20/03/2024 12:00:00,BZN|IT-North,85.25
20/03/2024 12:00:00 - 20/03/2024 13:00:00,BZN|IT-North,69.85
20/03/2024 13:00:00 - 20/03/2024 14:00:00,BZN|IT-North,74
20/03/2024 14:00:00 - 20/03/2024 15:00:00,BZN|IT-North,86.3
20/03/2024 15:00:00 - 20/03/2024 16:00:00,BZN|IT-North,94.18
20/03/2024 16:00:00 - 20/03/2024 17:00:00,BZN|IT-North,99.19
20/03/2024 17:00:00 - 20/03/2024 18:00:00,BZN|IT-North,117.02
20/03/2024 18:00:00 - 20/03/2024 19:00:00,BZN|IT-North,145
20/03/2024 19:00:00 - 20/03/2024 20:00:00,BZN|IT-North,156.39
20/03/2024 20:00:00 - 20/03/2024 21:00:00,BZN|IT-North,125.36
20/03/2024 21:00:00 - 20/03/2024 22:00:00,BZN|IT-North,105.79
20/03/2024 22:00:00 - 20/03/2024 23:00:00,BZN|IT-North,100.9
20/03/2024 23:00:00 - 21/03/2024 00:00:00,BZN|IT-North,98.22
21/03/2024 00:00:00 - 21/03/2024 01:00:00,BZN|IT-North,95.8
21/03/2024 01:00:00 - 21/03/2024 02:00:00,BZN|IT-North,90
21/03/2024 02:00:00 - 21/03/2024 03:00:00,BZN|IT-North,85
21/03/2024 03:00:00 - 21/03/2024 04:00:00,BZN|IT-North,85.1
21/03/2024 04:00:00 - 21/03/2024 05:00:00,BZN|IT-North,85.1
21/03/2024 05:00:00 - 21/03/2024 06:00:00,BZN|IT-North,95
21/03/2024 06:00:00 - 21/03/2024 07:00:00,BZN|IT-North,105
21/03/2024 07:00:00 - 21/03/2024 08:00:00,BZN|IT-North,115
21/03/2024 08:00:00 - 21/03/2024 09:00:00,BZN|IT-North,115
21/03/2024 09:00:00 - 21/03/2024 10:00:00,BZN|IT-North,99.49
21/03/2024 10:00:00 - 21/03/2024 11:00:00,BZN|IT-North,92.28
21/03/2024 11:00:00 - 21/03/2024 12:00:00,BZN|IT-North,83.1
21/03/2024 12:00:00 - 21/03/2024 13:00:00,BZN|IT-North,76.83
21/03/2024 13:00:00 - 21/03/2024 14:00:00,BZN|IT-North,70.38
21/03/2024 14:00:00 - 21/03/2024 15:00:00,BZN|IT-North,85.1
21/03/2024 15:00:00 - 21/03/2024 16:00:00,BZN|IT-North,91.65
21/03/2024 16:00:00 - 21/03/2024 17:00:00,BZN|IT-North,95.6
21/03/2024 17:00:00 - 21/03/2024 18:00:00,BZN|IT-North,99.89
21/03/2024 18:00:00 - 21/03/2024 19:00:00,BZN|IT-North,121.89
21/03/2024 19:00:00 - 21/03/2024 20:00:00,BZN|IT-North,122.01
21/03/2024 20:00:00 - 21/03/2024 21:00:00,BZN|IT-North,104.89
21/03/2024 21:00:00 - 21/03/2024 22:00:00,BZN|IT-North,97.5
21/03/2024 22:00:00 - 21/03/2024 23:00:00,BZN|IT-North,95
21/03/2024 23:00:00 - 22/03/2024 00:00:00,BZN|IT-North,91.5
22/03/2024 00:00:00 - 22/03/2024 01:00:00,BZN|IT-North,92.01
22/03/2024 01:00:00 - 22/03/2024 02:00:00,BZN|IT-North,88.1
22/03/2024 02:00:00 - 22/03/2024 03:00:00,BZN|IT-North,87.13
22/03/2024 03:00:00 - 22/03/2024 04:00:00,BZN|IT-North,87.44
22/03/2024 04:00:00 - 22/03/2024 05:00:00,BZN|IT-North,88.1
22/03/2024 05:00:00 - 22/03/2024 06:00:00,BZN|IT-North,92.5
22/03/2024 06:00:00 - 22/03/2024 07:00:00,BZN|IT-North,101.68
22/03/2024 07:00:00 - 22/03/2024 08:00:00,BZN|IT-North,105
22/03/2024 08:00:00 - 22/03/2024 09:00:00,BZN|IT-North,109
22/03/2024 09:00:00 - 22/03/2024 10:00:00,BZN|IT-North,97.17
22/03/2024 10:00:00 - 22/03/2024 11:00:00,BZN|IT-North,92.01
22/03/2024 11:00:00 - 22/03/2024 12:00:00,BZN|IT-North,88
22/03/2024 12:00:00 - 22/03/2024 13:00:00,BZN|IT-North,78.69
22/03/2024 13:00:00 - 22/03/2024 14:00:00,BZN|IT-North,76.44
22/03/2024 14:00:00 - 22/03/2024 15:00:00,BZN|IT-North,86.23
22/03/2024 15:00:00 - 22/03/2024 16:00:00,BZN|IT-North,92.01
22/03/2024 16:00:00 - 22/03/2024 17:00:00,BZN|IT-North,95.21
22/03/2024 17:00:00 - 22/03/2024 18:00:00,BZN|IT-North,100.96
22/03/2024 18:00:00 - 22/03/2024 19:00:00,BZN|IT-North,110.86
22/03/2024 19:00:00 - 22/03/2024 20:00:00,BZN|IT-North,113.47
22/03/2024 20:00:00 - 22/03/2024 21:00:00,BZN|IT-North,103.74
22/03/2024 21:00:00 - 22/03/2024 22:00:00,BZN|IT-North,98.16
22/03/2024 22:00:00 - 22/03/2024 23:00:00,BZN|IT-North,95.78
22/03/2024 23:00:00 - 23/03/2024 00:00:00,BZN|IT-North,94.34
23/03/2024 00:00:00 - 23/03/2024 01:00:00,BZN|IT-North,95.05
23/03/2024 01:00:00 - 23/03/2024 02:00:00,BZN|IT-North,93.5
23/03/2024 02:00:00 - 23/03/2024 03:00:00,BZN|IT-North,94.06
23/03/2024 03:00:00 - 23/03/2024 04:00:00,BZN|IT-North,94.39
23/03/2024 04:00:00 - 23/03/2024 05:00:00,BZN|IT-North,95.08
23/03/2024 05:00:00 - 23/03/2024 06:00:00,BZN|IT-North,96.25
23/03/2024 06:00:00 - 23/03/2024 07:00:00,BZN|IT-North,97.25
23/03/2024 07:00:00 - 23/03/2024 08:00:00,BZN|IT-North,95
23/03/2024 08:00:00 - 23/03/2024 09:00:00,BZN|IT-North,90
23/03/2024 09:00:00 - 23/03/2024 10:00:00,BZN|IT-North,81.69
23/03/2024 10:00:00 - 23/03/2024 11:00:00,BZN|IT-North,75
23/03/2024 11:00:00 - 23/03/2024 12:00:00,BZN|IT-North,65.14
23/03/2024 12:00:00 - 23/03/2024 13:00:00,BZN|IT-North,46.4
23/03/2024 13:00:00 - 23/03/2024 14:00:00,BZN|IT-North,32
23/03/2024 14:00:00 - 23/03/2024 15:00:00,BZN|IT-North,37.18
23/03/2024 15:00:00 - 23/03/2024 16:00:00,BZN|IT-North,56
23/03/2024 16:00:00 - 23/03/2024 17:00:00,BZN|IT-North,56.5
23/03/2024 17:00:00 - 23/03/2024 18:00:00,BZN|IT-North,80
23/03/2024 18:00:00 - 23/03/2024 19:00:00,BZN|IT-North,102.02
23/03/2024 19:00:00 - 23/03/2024 20:00:00,BZN|IT-North,109
23/03/2024 20:00:00 - 23/03/2024 21:00:00,BZN|IT-North,97
23/03/2024 21:00:00 - 23/03/2024 22:00:00,BZN|IT-North,93.79
23/03/2024 22:00:00 - 23/03/2024 23:00:00,BZN|IT-North,87
23/03/2024 23:00:00 - 24/03/2024 00:00:00,BZN|IT-North,80
24/03/2024 00:00:00 - 24/03/2024 01:00:00,BZN|IT-North,84
24/03/2024 01:00:00 - 24/03/2024 02:00:00,BZN|IT-North,78.03
24/03/2024 02:00:00 - 24/03/2024 03:00:00,BZN|IT-North,75
24/03/2024 03:00:00 - 24/03/2024 04:00:00,BZN|IT-North,63
24/03/2024 04:00:00 - 24/03/2024 05:00:00,BZN|IT-North,71.35
24/03/2024 05:00:00 - 24/03/2024 06:00:00,BZN|IT-North,75
24/03/2024 06:00:00 - 24/03/2024 07:00:00,BZN|IT-North,75
24/03/2024 07:00:00 - 24/03/2024 08:00:00,BZN|IT-North,60
24/03/2024 08:00:00 - 24/03/2024 09:00:00,BZN|IT-North,46.99
24/03/2024 09:00:00 - 24/03/2024 10:00:00,BZN|IT-North,19.76
24/03/2024 10:00:00 - 24/03/2024 11:00:00,BZN|IT-North,6.53
24/03/2024 11:00:00 - 24/03/2024 12:00:00,BZN|IT-North,3
24/03/2024 12:00:00 - 24/03/2024 13:00:00,BZN|IT-North,15
24/03/2024 13:00:00 - 24/03/2024 14:00:00,BZN|IT-North,1
24/03/2024 14:00:00 - 24/03/2024 15:00:00,BZN|IT-North,21.1
24/03/2024 15:00:00 - 24/03/2024 16:00:00,BZN|IT-North,15
24/03/2024 16:00:00 - 24/03/2024 17:00:00,BZN|IT-North,49
24/03/2024 17:00:00 - 24/03/2024 18:00:00,BZN|IT-North,74.98
24/03/2024 18:00:00 - 24/03/2024 19:00:00,BZN|IT-North,93.25
24/03/2024 19:00:00 - 24/03/2024 20:00:00,BZN|IT-North,95.47
24/03/2024 20:00:00 - 24/03/2024 21:00:00,BZN|IT-North,95
24/03/2024 21:00:00 - 24/03/2024 22:00:00,BZN|IT-North,94.84
24/03/2024 22:00:00 - 24/03/2024 23:00:00,BZN|IT-North,91.66
24/03/2024 23:00:00 - 25/03/2024 00:00:00,BZN|IT-North,80
25/03/2024 00:00:00 - 25/03/2024 01:00:00,BZN|IT-North,91
25/03/2024 01:00:00 - 25/03/2024 02:00:00,BZN|IT-North,90
25/03/2024 02:00:00 - 25/03/2024 03:00:00,BZN|IT-North,90
25/03/2024 03:00:00 - 25/03/2024 04:00:00,BZN|IT-North,90
25/03/2024 04:00:00 - 25/03/2024 05:00:00,BZN|IT-North,90
25/03/2024 05:00:00 - 25/03/2024 06:00:00,BZN|IT-North,93.85
25/03/2024 06:00:00 - 25/03/2024 07:00:00,BZN|IT-North,106.42
25/03/2024 07:00:00 - 25/03/2024 08:00:00,BZN|IT-North,115
25/03/2024 08:00:00 - 25/03/2024 09:00:00,BZN|IT-North,110
25/03/2024 09:00:00 - 25/03/2024 10:00:00,BZN|IT-North,97.73
25/03/2024 10:00:00 - 25/03/2024 11:00:00,BZN|IT-North,93.64
25/03/2024 11:00:00 - 25/03/2024 12:00:00,BZN|IT-North,87.1
25/03/2024 12:00:00 - 25/03/2024 13:00:00,BZN|IT-North,69.68
25/03/2024 13:00:00 - 25/03/2024 14:00:00,BZN|IT-North,78
25/03/2024 14:00:00 - 25/03/2024 15:00:00,BZN|IT-North,93
25/03/2024 15:00:00 - 25/03/2024 16:00:00,BZN|IT-North,96.78
25/03/2024 16:00:00 - 25/03/2024 17:00:00,BZN|IT-North,100.52
25/03/2024 17:00:00 - 25/03/2024 18:00:00,BZN|IT-North,106.18
25/03/2024 18:00:00 - 25/03/2024 19:00:00,BZN|IT-North,130
25/03/2024 19:00:00 - 25/03/2024 20:00:00,BZN|IT-North,145
25/03/2024 20:00:00 - 25/03/2024 21:00:00,BZN|IT-North,113.11
25/03/2024 21:00:00 - 25/03/2024 22:00:00,BZN|IT-North,100.36
25/03/2024 22:00:00 - 25/03/2024 23:00:00,BZN|IT-North,94.5
25/03/2024 23:00:00 - 26/03/2024 00:00:00,BZN|IT-North,90.34
26/03/2024 00:00:00 - 26/03/2024 01:00:00,BZN|IT-North,83.95
26/03/2024 01:00:00 - 26/03/2024 02:00:00,BZN|IT-North,79.5
26/03/2024 02:00:00 - 26/03/2024 03:00:00,BZN|IT-North,79.15
26/03/2024 03:00:00 - 26/03/2024 04:00:00,BZN|IT-North,82.29
26/03/2024 04:00:00 - 26/03/2024 05:00:00,BZN|IT-North,83.22
26/03/2024 05:00:00 - 26/03/2024 06:00:00,BZN|IT-North,89.26
26/03/2024 06:00:00 - 26/03/2024 07:00:00,BZN|IT-North,96
26/03/2024 07:00:00 - 26/03/2024 08:00:00,BZN|IT-North,109.67
26/03/2024 08:00:00 - 26/03/2024 09:00:00,BZN|IT-North,120.13
26/03/2024 09:00:00 - 26/03/2024 10:00:00,BZN|IT-North,118.36
26/03/2024 10:00:00 - 26/03/2024 11:00:00,BZN|IT-North,108.36
26/03/2024 11:00:00 - 26/03/2024 12:00:00,BZN|IT-North,104.01
26/03/2024 12:00:00 - 26/03/2024 13:00:00,BZN|IT-North,98
26/03/2024 13:00:00 - 26/03/2024 14:00:00,BZN|IT-North,99.31
26/03/2024 14:00:00 - 26/03/2024 15:00:00,BZN|IT-North,101.61
26/03/2024 15:00:00 - 26/03/2024 16:00:00,BZN|IT-North,103.9
26/03/2024 16:00:00 - 26/03/2024 17:00:00,BZN|IT-North,104.12
26/03/2024 17:00:00 - 26/03/2024 18:00:00,BZN|IT-North,101.9
26/03/2024 18:00:00 - 26/03/2024 19:00:00,BZN|IT-North,108.36
26/03/2024 19:00:00 - 26/03/2024 20:00:00,BZN|IT-North,114.77
26/03/2024 20:00:00 - 26/03/2024 21:00:00,BZN|IT-North,104.13
26/03/2024 21:00:00 - 26/03/2024 22:00:00,BZN|IT-North,98.67
26/03/2024 22:00:00 - 26/03/2024 23:00:00,BZN|IT-North,94.93
26/03/2024 23:00:00 - 27/03/2024 00:00:00,BZN|IT-North,90
27/03/2024 00:00:00 - 27/03/2024 01:00:00,BZN|IT-North,90.1
27/03/2024 01:00:00 - 27/03/2024 02:00:00,BZN|IT-North,80.56
27/03/2024 02:00:00 - 27/03/2024 03:00:00,BZN|IT-North,78.9
27/03/2024 03:00:00 - 27/03/2024 04:00:00,BZN|IT-North,78.9
27/03/2024 04:00:00 - 27/03/2024 05:00:00,BZN|IT-North,78.9
27/03/2024 05:00:00 - 27/03/2024 06:00:00,BZN|IT-North,88
27/03/2024 06:00:00 - 27/03/2024 07:00:00,BZN|IT-North,98
27/03/2024 07:00:00 - 27/03/2024 08:00:00,BZN|IT-North,110.54
27/03/2024 08:00:00 - 27/03/2024 09:00:00,BZN|IT-North,121
27/03/2024 09:00:00 - 27/03/2024 10:00:00,BZN|IT-North,119.82
27/03/2024 10:00:00 - 27/03/2024 11:00:00,BZN|IT-North,115.11
27/03/2024 11:00:00 - 27/03/2024 12:00:00,BZN|IT-North,110
27/03/2024 12:00:00 - 27/03/2024 13:00:00,BZN|IT-North,100
27/03/2024 13:00:00 - 27/03/2024 14:00:00,BZN|IT-North,100
27/03/2024 14:00:00 - 27/03/2024 15:00:00,BZN|IT-North,102.1
27/03/2024 15:00:00 - 27/03/2024 16:00:00,BZN|IT-North,101.68
27/03/2024 16:00:00 - 27/03/2024 17:00:00,BZN|IT-North,100.68
27/03/2024 17:00:00 - 27/03/2024 18:00:00,BZN|IT-North,101.9
27/03/2024 18:00:00 - 27/03/2024 19:00:00,BZN|IT-North,117.77
27/03/2024 19:00:00 - 27/03/2024 20:00:00,BZN|IT-North,117.77
27/03/2024 20:00:00 - 27/03/2024 21:00:00,BZN|IT-North,103.05
27/03/2024 21:00:00 - 27/03/2024 22:00:00,BZN|IT-North,98.73
27/03/2024 22:00:00 - 27/03/2024 23:00:00,BZN|IT-North,90.1
27/03/2024 23:00:00 - 28/03/2024 00:00:00,BZN|IT-North,78.9
28/03/2024 00:00:00 - 28/03/2024 01:00:00,BZN|IT-North,78.35
28/03/2024 01:00:00 - 28/03/2024 02:00:00,BZN|IT-North,75.85
28/03/2024 02:00:00 - 28/03/2024 03:00:00,BZN|IT-North,78.35
28/03/2024 03:00:00 - 28/03/2024 04:00:00,BZN|IT-North,78.35
28/03/2024 04:00:00 - 28/03/2024 05:00:00,BZN|IT-North,74.93
28/03/2024 05:00:00 - 28/03/2024 06:00:00,BZN|IT-North,79.3
28/03/2024 06:00:00 - 28/03/2024 07:00:00,BZN|IT-North,97.46
28/03/2024 07:00:00 - 28/03/2024 08:00:00,BZN|IT-North,102.21
28/03/2024 08:00:00 - 28/03/2024 09:00:00,BZN|IT-North,104.55
28/03/2024 09:00:00 - 28/03/2024 10:00:00,BZN|IT-North,102.56
28/03/2024 10:00:00 - 28/03/2024 11:00:00,BZN|IT-North,100.56
28/03/2024 11:00:00 - 28/03/2024 12:00:00,BZN|IT-North,99.42
28/03/2024 12:00:00 - 28/03/2024 13:00:00,BZN|IT-North,87.03
28/03/2024 13:00:00 - 28/03/2024 14:00:00,BZN|IT-North,87.03
28/03/2024 14:00:00 - 28/03/2024 15:00:00,BZN|IT-North,88.75
28/03/2024 15:00:00 - 28/03/2024 16:00:00,BZN|IT-North,90.12
28/03/2024 16:00:00 - 28/03/2024 17:00:00,BZN|IT-North,96.43
28/03/2024 17:00:00 - 28/03/2024 18:00:00,BZN|IT-North,100
28/03/2024 18:00:00 - 28/03/2024 19:00:00,BZN|IT-North,111.68
28/03/2024 19:00:00 - 28/03/2024 20:00:00,BZN|IT-North,115.63
28/03/2024 20:00:00 - 28/03/2024 21:00:00,BZN|IT-North,110
28/03/2024 21:00:00 - 28/03/2024 22:00:00,BZN|IT-North,100.85
28/03/2024 22:00:00 - 28/03/2024 23:00:00,BZN|IT-North,92.33
28/03/2024 23:00:00 - 29/03/2024 00:00:00,BZN|IT-North,85
29/03/2024 00:00:00 - 29/03/2024 01:00:00,BZN|IT-North,74.83
29/03/2024 01:00:00 - 29/03/2024 02:00:00,BZN|IT-North,70
29/03/2024 02:00:00 - 29/03/2024 03:00:00,BZN|IT-North,73.59
29/03/2024 03:00:00 - 29/03/2024 04:00:00,BZN|IT-North,72.4
29/03/2024 04:00:00 - 29/03/2024 05:00:00,BZN|IT-North,71.49
29/03/2024 05:00:00 - 29/03/2024 06:00:00,BZN|IT-North,79.8
29/03/2024 06:00:00 - 29/03/2024 07:00:00,BZN|IT-North,98.7
29/03/2024 07:00:00 - 29/03/2024 08:00:00,BZN|IT-North,103.23
29/03/2024 08:00:00 - 29/03/2024 09:00:00,BZN|IT-North,106
29/03/2024 09:00:00 - 29/03/2024 10:00:00,BZN|IT-North,100.28
29/03/2024 10:00:00 - 29/03/2024 11:00:00,BZN|IT-North,98.25
29/03/2024 11:00:00 - 29/03/2024 12:00:00,BZN|IT-North,90.66
29/03/2024 12:00:00 - 29/03/2024 13:00:00,BZN|IT-North,80.09
29/03/2024 13:00:00 - 29/03/2024 14:00:00,BZN|IT-North,80.58
29/03/2024 14:00:00 - 29/03/2024 15:00:00,BZN|IT-North,89.46
29/03/2024 15:00:00 - 29/03/2024 16:00:00,BZN|IT-North,94.19
29/03/2024 16:00:00 - 29/03/2024 17:00:00,BZN|IT-North,98.8
29/03/2024 17:00:00 - 29/03/2024 18:00:00,BZN|IT-North,100.63
